Student_ID,College_Name,College_Tier,Department,CGPA,Domain,Program_Type,Program_Duration,Program_Completed,Hackathons_Attended,Project_Demo_Events,Workshops_Attended,Python_Projects,DataScience_Projects,BI_Projects,ML_Projects,DL_Projects,NLP_Projects,GenAI_Projects,AgenticAI_Projects,Posts_Per_Month,Posts_Per_Quarter,Posts_Per_Year,Project_Demo_Posts,Post_Type,Post_Category,Has_Github_Link,Has_App_Link,Avg_Likes_Current,Avg_Likes_Previous,Followers,Leads_Generated,Job_Inquiries,Like_Growth_%,Engagement_Rate,Project_Variation_Score,Demo_to_Post_Ratio,Posting_Consistency_Score,Exposure_Score,Execution_Score,Visibility_Score,Missing_Score,Completeness_Score,Placement_Readiness_Score
88,Tier3_College,3.0,ECE,5.67,,Bootcamp,1,1,2,7,6,1,4,3,3,0,1,1,1,7,27,70,1,,Learning,1.0,0.0,1075.0,1113,1415,27,35.0,-0.03411131059245961,0.759180790960452,7,0.125,0.875,15,15,7525,0.04878048780487805,0.9512195121951219,47.037195121951214
89,Tier2_Engg,2.0,ECE,6.47,AI,Bootcamp,10,0,2,7,0,3,0,2,0,2,2,1,1,4,24,111,6,Text,Achievement,1.0,1.0,660.0,1183,696,122,38.0,-0.44172297297297297,0.9469153515064562,6,0.75,0.5,9,21,2640,0.0,1.0,42.64
90,Tier2_Engg,4.0,nan,7.05,GenAI,Internship,7,1,5,5,7,2,4,0,0,1,2,1,1,5,3,59,6,,Project,1.0,0.0,258.0,884,967,86,14.0,-0.7073446327683616,0.2665289256198347,6,1.0,0.625,17,18,1290,0.024390243902439025,0.975609756097561,46.04609756097561
91,IIT,,Civil,9.16,nan,Internship,11,1,8,9,6,0,2,2,2,2,1,2,0,9,29,68,5,Text,Internship,1.0,1.0,1708.0,301,4346,76,30.0,4.658940397350993,0.392914653784219,6,0.5,1.125,23,22,15372,0.024390243902439025,0.975609756097561,70.1280975609756
92,Tier2_Engg,3.0,nan,9.36,nan,Workshop,5,1,1,0,5,3,2,2,4,0,2,2,1,3,16,67,9,,Achievement,1.0,0.0,82.0,239,3393,191,15.0,-0.6541666666666667,0.024160282852091926,7,9.0,0.375,6,21,246,0.024390243902439025,0.975609756097561,37.002097560975606
93,Tier2_Engg,1.0,nan,8.76,GenAI,Workshop,10,1,9,1,2,0,4,0,4,1,2,1,0,5,4,45,2,Carousel,Learning,1.0,0.0,1783.0,1415,9559,185,12.0,0.2598870056497175,0.18650627615062762,5,1.0,0.625,12,22,8915,0.0,1.0,52.915
94,IIT,4.0,Civil,7.36,AI,Workshop,6,1,2,2,1,0,1,1,3,1,0,2,1,1,22,64,1,,Learning,1.0,0.0,,260,1524,68,1.0,3.2490421455938696,0.7265573770491803,6,0.3333333333333333,0.125,5,15,1108,0.04878048780487805,0.9512195121951219,30.62019512195122
95,Tier2_Engg,3.0,IT,5.81,,Workshop,7,1,2,3,4,3,2,0,0,0,1,0,1,8,26,14,2,,Achievement,1.0,0.0,1722.0,1459,3048,86,30.0,0.18013698630136987,0.5647753361757953,4,0.5,1.0,9,14,13776,0.04878048780487805,0.9512195121951219,46.28819512195122
96,Tier4_College,2.0,Civil,5.18,,Bootcamp,1,0,6,6,1,1,0,2,4,1,2,1,0,1,7,43,9,Video,Internship,1.0,1.0,,1341,7045,190,20.0,-0.5774962742175856,0.08032926483110985,6,1.2857142857142858,0.125,13,12,566,0.04878048780487805,0.9512195121951219,35.07819512195122
97,NIT,4.0,CSE,8.5,AI,Workshop,5,1,9,5,1,1,0,2,0,1,2,1,1,10,7,110,7,,Project,1.0,0.0,212.0,52,7242,25,7.0,3.018867924528302,0.029269639652077867,6,1.1666666666666667,1.25,15,13,2120,0.024390243902439025,0.975609756097561,39.87609756097561
98,NIT,,ECE,9.97,GenAI,Bootcamp,8,1,2,6,5,3,2,3,0,1,0,0,1,7,5,78,1,nan,Project,1.0,1.0,1904.0,742,2294,24,12.0,1.5639300134589502,0.8296296296296296,5,0.14285714285714285,0.875,13,18,13328,0.024390243902439025,0.975609756097561,54.084097560975614
99,IIT,3.0,nan,6.73,DS,Bootcamp,3,0,2,2,7,2,1,1,3,0,2,2,1,4,23,45,4,,Learning,0.0,0.0,753.0,171,3470,42,,3.383720930232558,0.21694036300777875,7,1.3333333333333333,0.5,11,15,3012,0.04878048780487805,0.9512195121951219,38.52419512195122
100,Tier3_College,3.0,Mechanical,7.84,DS,Bootcamp,2,1,2,2,0,2,0,1,3,1,2,1,1,1,7,37,1,,Achievement,1.0,0.0,,309,1724,161,35.0,4.067741935483871,0.9101449275362319,7,0.3333333333333333,0.125,4,13,1570,0.04878048780487805,0.9512195121951219,28.08219512195122
101,IIT,2.0,ECE,9.05,AI,Bootcamp,2,0,2,9,2,2,1,2,1,1,2,1,1,11,18,93,5,Text,Project,0.0,0.0,1645.0,821,1243,33,,1.002433090024331,1.322347266881029,8,0.5,1.375,13,13,18095,0.024390243902439025,0.975609756097561,53.85109756097561
102,Tier3_College,3.0,nan,5.93,,Internship,4,1,4,7,1,1,0,0,2,2,0,2,0,8,17,65,8,,Project,1.0,0.0,811.0,1168,5754,156,24.0,-0.30538922155688625,0.1409209383145091,4,1.0,1.0,12,11,6488,0.04878048780487805,0.9512195121951219,39.00019512195122
103,NIT,3.0,IT,9.15,nan,Fellowship,7,1,8,5,3,2,2,2,1,0,2,2,0,6,4,81,1,,Internship,1.0,0.0,553.0,142,7935,2,22.0,2.874125874125874,0.06968245967741936,6,0.16666666666666666,0.75,16,18,3318,0.024390243902439025,0.975609756097561,47.07409756097561
104,IIT,2.0,nan,8.13,nan,Bootcamp,2,1,4,2,0,4,0,3,2,2,1,1,1,4,27,93,3,Image,Internship,0.0,1.0,1964.0,285,8795,43,,5.870629370629371,0.22328331059572534,7,1.0,0.5,6,16,7856,0.024390243902439025,0.975609756097561,39.61209756097561
105,Tier4_College,1.0,Civil,7.85,DS,Fellowship,6,1,2,0,0,1,1,2,4,2,0,1,1,1,17,36,4,Image,Achievement,1.0,1.0,,316,6456,15,31.0,1.274447949526814,0.11150689174539259,7,4.0,0.125,2,18,720,0.024390243902439025,0.975609756097561,30.47609756097561
106,Tier2_Engg,2.0,ECE,8.81,nan,Internship,7,1,9,9,5,4,1,3,0,1,2,1,0,5,9,97,6,Video,Achievement,0.0,0.0,936.0,194,6718,28,,3.805128205128205,0.13930644441137074,6,0.6,0.625,23,19,4680,0.024390243902439025,0.975609756097561,56.43609756097561
107,Tier3_College,2.0,Civil,6.2,DS,Workshop,9,1,1,5,0,4,2,1,0,2,1,1,1,11,24,26,2,Image,Achievement,1.0,0.0,202.0,1174,8241,36,27.0,-0.8272340425531914,0.02450861441397719,7,0.3333333333333333,1.375,6,21,2222,0.0,1.0,39.222
108,Tier2_Engg,3.0,nan,8.07,DS,Bootcamp,7,1,3,9,2,1,2,3,4,2,1,0,1,9,24,108,1,,Learning,1.0,0.0,1062.0,988,9042,64,48.0,0.07482305358948432,0.11743890301890965,7,0.1,1.125,14,21,9558,0.024390243902439025,0.975609756097561,54.31409756097561
109,Tier2_Engg,3.0,IT,6.2,GenAI,Workshop,1,1,5,7,3,2,0,3,4,0,0,2,1,2,28,87,2,,Achievement,1.0,0.0,,921,3817,137,32.0,-0.23210412147505424,0.18517548454688318,5,0.25,0.25,15,13,1414,0.04878048780487805,0.9512195121951219,38.926195121951224
110,IIT,3.0,Civil,5.9,,Fellowship,8,0,0,1,4,0,0,1,3,1,2,0,0,10,8,32,5,,Internship,,1.0,1903.0,1165,5209,132,2.0,0.6329331046312179,0.3652591170825336,4,2.5,1.25,5,15,19030,0.07317073170731707,0.926829268292683,48.29829268292683
111,Tier2_Engg,2.0,Mechanical,8.12,nan,Workshop,3,1,7,5,2,1,3,2,3,2,2,2,1,11,10,60,6,Carousel,Achievement,1.0,0.0,1643.0,381,435,16,3.0,3.303664921465969,3.768348623853211,8,1.0,1.375,14,19,18073,0.0,1.0,61.073
112,Tier4_College,3.0,nan,6.35,nan,Fellowship,7,1,7,9,2,0,3,2,4,1,1,1,1,6,9,33,2,,Learning,1.0,,307.0,800,1922,157,2.0,-0.6154806491885143,0.15964638585543423,7,0.2,0.75,18,20,1842,0.04878048780487805,0.9512195121951219,49.35419512195122
113,Tier2_Engg,4.0,IT,8.57,DS,Internship,6,0,7,6,1,4,1,2,0,2,0,2,0,8,5,95,6,,Achievement,0.0,1.0,1404.0,1400,2890,191,,0.0028551034975017845,0.48564510549982703,5,0.8571428571428571,1.0,14,17,11232,0.04878048780487805,0.9512195121951219,51.74419512195122
114,IIT,3.0,ECE,7.57,nan,Internship,3,1,5,3,5,3,2,2,1,0,2,2,0,3,16,91,6,,Learning,0.0,0.0,855.0,1153,1885,158,,-0.2582322357019064,0.4533404029692471,6,1.5,0.375,13,15,2565,0.04878048780487805,0.9512195121951219,40.07719512195122
115,Tier4_College,,ECE,8.47,nan,Fellowship,2,1,3,8,0,1,4,2,1,1,0,1,0,8,12,55,9,Text,Project,1.0,1.0,402.0,1344,4153,105,24.0,-0.7003717472118959,0.0967741935483871,6,1.0,1.0,11,12,3216,0.024390243902439025,0.975609756097561,35.97209756097561
116,NIT,3.0,Mechanical,9.46,DS,Bootcamp,4,1,1,3,6,0,1,0,1,2,1,2,0,7,12,58,0,,Internship,1.0,1.0,156.0,941,662,187,13.0,-0.8333333333333334,0.23529411764705882,5,0.0,0.875,10,11,1092,0.024390243902439025,0.975609756097561,31.84809756097561
117,Tier2_Engg,3.0,CSE,5.69,,Bootcamp,1,1,5,6,4,3,1,1,2,2,1,2,1,11,28,60,3,,Internship,0.0,0.0,1966.0,211,6822,71,,8.278301886792454,0.2881430455811227,8,0.42857142857142855,1.375,15,14,21626,0.07317073170731707,0.926829268292683,59.89429268292683
118,IIT,1.0,Civil,5.33,,Bootcamp,10,1,1,6,6,2,0,1,0,2,0,1,1,3,8,116,1,Image,Project,,0.0,633.0,784,5227,116,35.0,-0.19235668789808918,0.1210788064269319,5,0.14285714285714285,0.375,13,17,1899,0.04878048780487805,0.9512195121951219,41.41119512195122
119,NIT,3.0,nan,7.0,DS,Workshop,10,0,8,3,3,2,2,3,0,1,2,0,1,11,5,33,6,,Project,1.0,0.0,1950.0,1160,5347,172,34.0,0.6804478897502153,0.36462228870605834,6,1.5,1.375,14,21,21450,0.024390243902439025,0.975609756097561,66.2060975609756
120,NIT,4.0,ECE,8.58,nan,Bootcamp,7,1,8,9,6,1,1,0,3,2,1,0,1,2,28,43,4,,Learning,1.0,0.0,,94,7490,0,33.0,6.431578947368421,0.09411293552262716,6,0.4,0.25,23,16,1410,0.04878048780487805,0.9512195121951219,49.92219512195122
121,Tier3_College,,nan,9.43,nan,Fellowship,3,1,1,4,2,4,1,0,1,1,1,0,0,1,13,54,6,Carousel,Learning,1.0,1.0,,1391,2497,89,20.0,0.35129310344827586,0.7526020816653323,5,1.2,0.125,7,11,1880,0.04878048780487805,0.9512195121951219,29.392195121951218
122,Tier4_College,,Mechanical,5.17,,Fellowship,2,1,4,9,0,0,1,0,4,1,1,2,1,7,21,79,5,nan,Project,1.0,0.0,1669.0,269,6141,43,31.0,5.185185185185185,0.27173559101269945,6,0.5,0.875,13,12,11683,0.04878048780487805,0.9512195121951219,46.195195121951215
123,Tier2_Engg,2.0,Civil,8.96,DS,Internship,5,1,0,8,2,1,0,0,1,1,0,1,0,9,22,37,7,nan,Achievement,1.0,1.0,800.0,1153,9997,141,17.0,-0.30589254766031193,0.08001600320064013,4,0.7777777777777778,1.125,10,9,7200,0.0,1.0,36.2
124,IIT,3.0,IT,5.38,,Fellowship,7,0,7,5,4,1,3,0,0,2,1,2,1,5,7,77,8,,Internship,1.0,0.0,1473.0,184,8546,7,1.0,6.967567567567568,0.17234117234117233,6,1.3333333333333333,0.625,16,17,7365,0.04878048780487805,0.9512195121951219,49.87719512195122
125,Tier3_College,3.0,nan,7.9,AI,Bootcamp,1,0,8,5,6,2,0,0,3,1,0,1,0,2,28,106,4,,Internship,0.0,0.0,,336,5351,26,,2.5756676557863503,0.2249626307922272,4,0.6666666666666666,0.25,19,8,2408,0.07317073170731707,0.926829268292683,38.67629268292683
126,Tier4_College,3.0,Mechanical,6.72,nan,Bootcamp,1,1,3,3,7,1,2,3,4,0,1,1,0,4,25,70,0,,Achievement,0.0,1.0,636.0,696,4356,62,,-0.08608321377331421,0.14597199908193711,6,0.0,0.5,13,13,2544,0.04878048780487805,0.9512195121951219,38.05619512195122
127,Tier3_College,2.0,IT,5.09,,Internship,10,1,4,7,6,1,1,3,1,2,1,0,0,7,27,119,6,Carousel,Internship,1.0,1.0,1331.0,74,837,112,5.0,16.76,1.5883054892601431,6,0.75,0.875,17,19,9317,0.024390243902439025,0.975609756097561,55.07309756097561
128,Tier4_College,4.0,IT,5.49,,Bootcamp,8,1,9,8,5,0,0,3,3,1,0,0,1,10,27,20,7,,Internship,1.0,0.0,1209.0,1069,1551,18,8.0,0.1308411214953271,0.7789948453608248,4,0.7777777777777778,1.25,22,16,12090,0.04878048780487805,0.9512195121951219,59.602195121951226
129,Tier4_College,,IT,6.77,DS,Internship,5,1,4,0,0,0,0,2,4,1,2,1,1,4,10,25,0,nan,Internship,1.0,0.0,227.0,333,3726,18,22.0,-0.31736526946107785,0.06090689562650926,6,0.0,0.5,4,16,908,0.024390243902439025,0.975609756097561,30.664097560975613
130,Tier2_Engg,3.0,Civil,9.77,GenAI,Internship,8,1,9,9,1,0,0,1,2,0,0,0,0,9,4,27,7,,Learning,,0.0,1676.0,561,8833,114,15.0,1.9839857651245552,0.18972153045053203,2,0.7,1.125,19,11,15084,0.04878048780487805,0.9512195121951219,54.596195121951226
131,Tier4_College,2.0,CSE,5.77,,Fellowship,11,1,0,2,0,0,0,3,2,1,1,2,0,9,6,41,0,Carousel,Project,0.0,0.0,1847.0,411,2668,52,,3.4854368932038833,0.6920194829524167,5,0.0,1.125,2,20,16623,0.04878048780487805,0.9512195121951219,48.13519512195123
132,Tier3_College,1.0,nan,6.36,AI,Fellowship,3,1,1,6,3,0,0,2,2,0,0,2,1,9,29,91,1,Video,Internship,0.0,0.0,994.0,1076,3658,130,,-0.07613741875580315,0.27165892320306095,4,0.14285714285714285,1.125,10,10,8946,0.024390243902439025,0.975609756097561,38.70209756097561
133,Tier4_College,3.0,IT,9.97,GenAI,Bootcamp,2,1,1,7,5,4,1,0,1,0,0,2,0,3,10,96,9,,Achievement,1.0,0.0,1542.0,977,4291,132,49.0,0.5777096114519428,0.3592730661696179,4,1.125,0.375,13,10,4626,0.024390243902439025,0.975609756097561,37.38209756097561
134,Tier2_Engg,2.0,ECE,7.4,nan,Bootcamp,7,1,8,4,5,4,4,1,2,0,2,1,1,10,15,32,7,nan,Internship,0.0,0.0,1323.0,914,2366,95,,0.44699453551912566,0.55893536121673,7,1.4,1.25,17,22,13230,0.024390243902439025,0.975609756097561,61.986097560975615
135,Tier2_Engg,,Civil,6.31,nan,Workshop,6,0,6,5,0,1,3,1,2,0,1,2,0,11,7,98,5,Image,Project,0.0,0.0,494.0,1024,5010,160,,-0.5170731707317073,0.09858311714228697,6,0.8333333333333334,1.375,11,16,5434,0.04878048780487805,0.9512195121951219,41.94619512195122
136,Tier3_College,3.0,Civil,8.08,DS,Workshop,4,1,1,5,1,1,4,0,4,0,0,1,1,11,4,10,7,,Achievement,1.0,0.0,702.0,602,691,18,44.0,0.16583747927031509,1.0144508670520231,5,1.1666666666666667,1.375,7,15,7722,0.024390243902439025,0.975609756097561,39.47809756097561
137,NIT,3.0,IT,7.18,GenAI,Internship,7,1,5,9,4,4,1,2,1,2,1,0,1,10,5,103,7,,Achievement,,0.0,420.0,398,7989,125,21.0,0.05513784461152882,0.052565707133917394,7,0.7,1.25,18,19,4200,0.04878048780487805,0.9512195121951219,50.712195121951225
138,NIT,3.0,ECE,9.29,GenAI,Workshop,9,1,9,8,7,2,3,1,3,1,0,2,0,4,23,16,4,,Project,1.0,0.0,802.0,618,6415,190,10.0,0.2972536348949919,0.125,6,0.4444444444444444,0.5,24,21,3208,0.024390243902439025,0.975609756097561,57.96409756097561
139,Tier4_College,1.0,Mechanical,5.04,,Bootcamp,9,1,9,8,3,4,2,2,4,0,1,0,0,7,5,67,3,Video,Project,1.0,1.0,1189.0,430,1614,90,17.0,1.7610208816705337,0.7362229102167183,5,0.3333333333333333,0.875,20,22,8323,0.024390243902439025,0.975609756097561,60.07909756097561
140,IIT,,Civil,9.98,DS,Bootcamp,3,1,3,7,4,1,3,1,2,0,1,2,0,5,12,80,4,Carousel,Internship,0.0,0.0,1889.0,411,6027,103,,3.587378640776699,0.3133709356337094,6,0.5,0.625,14,13,9445,0.04878048780487805,0.9512195121951219,45.957195121951216
141,Tier4_College,3.0,IT,5.33,,Workshop,1,1,3,2,4,0,1,3,2,1,2,1,1,4,13,105,2,,Internship,0.0,1.0,1244.0,614,461,82,,1.024390243902439,2.6926406926406927,7,0.6666666666666666,0.5,9,12,4976,0.07317073170731707,0.926829268292683,35.244292682926826
142,Tier3_College,,nan,7.69,AI,Bootcamp,4,1,9,7,7,1,3,3,4,0,1,2,0,9,19,101,6,Image,Project,1.0,0.0,64.0,259,1038,71,33.0,-0.75,0.061597690086621755,6,0.75,1.125,23,18,576,0.024390243902439025,0.975609756097561,51.33209756097561
143,Tier3_College,3.0,IT,8.49,AI,Bootcamp,10,1,0,9,1,2,1,3,0,0,1,1,0,3,16,23,3,,Project,0.0,1.0,1370.0,262,2185,131,,4.212927756653992,0.6267154620311071,5,0.3,0.375,10,18,4110,0.04878048780487805,0.9512195121951219,41.62219512195122
144,Tier3_College,4.0,nan,7.75,AI,Internship,1,1,8,4,5,4,2,1,2,0,1,1,1,6,27,48,9,,Internship,1.0,1.0,1648.0,1294,9253,148,31.0,0.27335907335907333,0.1780851523665442,7,1.8,0.75,17,13,9888,0.024390243902439025,0.975609756097561,49.64409756097561
145,Tier3_College,1.0,nan,6.5,AI,Bootcamp,7,1,2,6,1,0,0,0,2,0,0,1,0,4,7,30,4,nan,Achievement,1.0,0.0,1703.0,519,9615,189,23.0,2.276923076923077,0.17710066555740434,2,0.5714285714285714,0.5,9,10,6812,0.0,1.0,35.812
146,Tier3_College,3.0,CSE,9.28,nan,Internship,2,1,5,9,5,4,2,3,0,0,2,1,1,8,19,69,8,,Internship,0.0,0.0,454.0,1363,8098,142,,-0.6664222873900293,0.05605630324731448,6,0.8,1.0,19,15,3632,0.04878048780487805,0.9512195121951219,47.14419512195121
147,Tier2_Engg,4.0,CSE,7.15,GenAI,Bootcamp,8,0,0,1,0,4,2,1,2,1,1,2,1,5,23,16,6,,Learning,1.0,0.0,1064.0,1075,2761,174,36.0,-0.010223048327137546,0.38522809558291093,8,3.0,0.625,1,22,5320,0.024390243902439025,0.975609756097561,38.07609756097561
148,NIT,4.0,Mechanical,6.5,nan,Fellowship,5,1,4,3,7,1,4,1,1,0,2,2,0,8,9,86,3,,Learning,1.0,0.0,514.0,1162,6911,193,30.0,-0.5571797076526225,0.07436342592592593,6,0.75,1.0,14,16,4112,0.024390243902439025,0.975609756097561,43.86809756097561
149,Tier3_College,4.0,Mechanical,8.84,DS,Bootcamp,10,1,1,3,7,0,4,1,3,1,0,0,0,1,14,108,9,,Internship,,0.0,,813,9736,182,38.0,0.2113022113022113,0.10116052172126938,4,2.25,0.125,11,19,985,0.07317073170731707,0.926829268292683,40.253292682926826
150,IIT,2.0,nan,5.73,,Bootcamp,1,1,6,7,7,0,3,1,2,2,1,1,1,5,16,59,6,Text,Learning,1.0,0.0,418.0,585,2196,81,19.0,-0.28498293515358364,0.1902594446973145,7,0.75,0.625,20,12,2090,0.024390243902439025,0.975609756097561,43.846097560975615
151,IIT,,Mechanical,6.03,GenAI,Internship,2,0,7,9,3,2,4,1,4,1,2,2,0,5,20,114,3,nan,Internship,1.0,1.0,357.0,1024,780,171,30.0,-0.6507317073170732,0.45710627400768244,7,0.3,0.625,19,18,1785,0.024390243902439025,0.975609756097561,48.54109756097561
152,IIT,,Mechanical,6.26,nan,Workshop,4,1,9,6,0,1,4,0,3,0,2,0,1,2,17,113,2,Text,Learning,0.0,0.0,,398,4329,27,,0.20802005012531327,0.11108545034642033,5,0.2857142857142857,0.25,15,15,962,0.07317073170731707,0.926829268292683,40.23029268292683
153,IIT,1.0,IT,7.17,nan,Bootcamp,3,1,9,7,0,1,3,2,0,1,2,0,1,4,3,117,0,Carousel,Project,0.0,1.0,189.0,273,6522,163,,-0.30656934306569344,0.02897439828299862,6,0.0,0.5,16,13,756,0.024390243902439025,0.975609756097561,39.51209756097561
154,Tier2_Engg,,IT,5.1,,Workshop,5,1,4,4,3,3,0,1,0,1,2,1,0,2,13,22,6,nan,Internship,,0.0,,1482,5071,90,19.0,0.2872555630478759,0.37618296529968454,5,1.2,0.25,11,13,3816,0.0975609756097561,0.9024390243902439,36.84039024390244
155,IIT,2.0,IT,9.96,AI,Workshop,4,1,8,6,6,1,4,1,3,2,1,2,1,8,10,78,9,Video,Achievement,0.0,0.0,187.0,1482,5959,96,,-0.8732299393122049,0.031375838926174494,8,1.2857142857142858,1.0,20,19,1496,0.024390243902439025,0.975609756097561,50.25209756097561
156,Tier3_College,3.0,ECE,8.0,AI,Fellowship,2,1,5,3,6,4,4,1,1,2,2,2,1,9,5,100,7,,Internship,1.0,0.0,102.0,1472,1432,115,1.0,-0.9300746775288526,0.07117934403349616,8,1.75,1.125,14,19,918,0.024390243902439025,0.975609756097561,43.67409756097561
157,Tier4_College,2.0,nan,9.85,GenAI,Bootcamp,11,1,2,5,7,1,4,2,2,1,0,1,0,11,29,14,3,Text,Achievement,1.0,0.0,1095.0,686,8570,177,4.0,0.5953420669577875,0.12775638781939097,6,0.5,1.375,14,22,12045,0.0,1.0,58.045
158,IIT,,Mechanical,9.04,nan,Bootcamp,9,1,2,6,1,4,1,2,1,2,2,0,0,8,24,27,2,Video,Internship,0.0,,1930.0,1335,1963,63,,0.4453592814371258,0.9826883910386965,6,0.2857142857142857,1.0,9,21,15440,0.07317073170731707,0.926829268292683,54.708292682926825
159,Tier2_Engg,1.0,ECE,5.67,,Bootcamp,7,0,3,7,0,3,3,2,4,2,2,1,0,6,20,68,5,Image,Project,1.0,0.0,1268.0,1045,417,175,11.0,0.21319311663479923,3.0334928229665072,7,0.625,0.75,10,24,7608,0.024390243902439025,0.975609756097561,51.364097560975615
160,Tier2_Engg,3.0,Civil,6.05,GenAI,Bootcamp,5,0,6,0,0,2,1,3,0,0,1,0,1,3,16,42,5,,Project,1.0,0.0,1088.0,557,9768,111,48.0,0.9516129032258065,0.11137270959156516,5,5.0,0.375,6,13,3264,0.024390243902439025,0.975609756097561,32.02009756097561
161,IIT,3.0,nan,5.17,,Workshop,11,0,5,8,7,0,3,3,1,0,1,1,0,10,23,83,1,,Learning,,0.0,1360.0,862,9401,193,8.0,0.5770567786790266,0.1446500744522442,5,0.1111111111111111,1.25,20,20,13600,0.07317073170731707,0.926829268292683,62.868292682926835
162,Tier4_College,2.0,Civil,9.17,DS,Fellowship,4,1,3,3,5,1,2,2,4,1,1,1,0,4,3,53,1,Carousel,Learning,1.0,0.0,1813.0,81,7319,96,38.0,21.121951219512194,0.2476775956284153,7,0.25,0.5,11,16,7252,0.0,1.0,44.252
163,IIT,3.0,IT,7.97,nan,Bootcamp,10,0,5,4,5,4,3,1,0,1,0,1,0,7,26,50,2,,Learning,0.0,0.0,896.0,506,5114,80,,0.7692307692307693,0.17517106549364614,5,0.4,0.875,14,20,6272,0.04878048780487805,0.9512195121951219,49.784195121951214
164,Tier2_Engg,1.0,Civil,6.08,AI,Bootcamp,5,1,2,3,4,4,3,2,0,2,2,2,0,5,11,71,9,nan,Achievement,1.0,0.0,544.0,1433,5335,188,19.0,-0.6199442119944212,0.10194902548725637,6,2.25,0.625,9,20,2720,0.0,1.0,41.72
165,NIT,4.0,IT,9.85,GenAI,Bootcamp,2,0,8,9,2,2,3,0,4,2,1,2,1,7,5,94,5,,Project,1.0,0.0,1898.0,873,2357,102,20.0,1.1727688787185355,0.804919423240034,7,0.5,0.875,19,17,13286,0.024390243902439025,0.975609756097561,59.04209756097561
166,Tier3_College,,nan,8.68,GenAI,Workshop,8,1,7,0,6,2,0,2,2,1,0,0,0,7,13,50,2,nan,Learning,1.0,0.0,1345.0,730,8255,100,44.0,0.841313269493844,0.16291182170542637,4,2.0,0.875,13,15,9415,0.024390243902439025,0.975609756097561,47.17109756097561
167,Tier2_Engg,4.0,nan,8.53,AI,Fellowship,2,1,0,4,6,1,1,0,2,1,0,1,1,8,13,51,3,,Achievement,0.0,1.0,133.0,840,7890,13,,-0.8406658739595719,0.016854644531745025,6,0.6,1.0,10,9,1064,0.04878048780487805,0.9512195121951219,29.57619512195122
168,IIT,4.0,Mechanical,6.33,AI,Workshop,8,1,5,5,5,3,1,2,3,0,1,1,1,9,5,18,2,,Achievement,1.0,0.0,1448.0,1268,898,9,21.0,0.14184397163120568,1.610678531701891,7,0.3333333333333333,1.125,15,20,13032,0.024390243902439025,0.975609756097561,57.78809756097561
169,Tier3_College,2.0,ECE,6.57,AI,Fellowship,5,1,1,1,3,0,3,2,0,1,2,0,0,5,11,33,3,Video,Learning,0.0,0.0,1954.0,416,8729,166,,3.6882494004796165,0.22382588774341353,4,1.5,0.625,5,13,9770,0.024390243902439025,0.975609756097561,37.52609756097561
170,IIT,2.0,IT,8.34,nan,Workshop,4,1,1,4,0,2,4,2,4,1,2,1,1,11,28,13,6,Carousel,Achievement,1.0,,1200.0,186,4892,64,25.0,5.422459893048129,0.24524831391784183,8,1.2,1.375,5,21,13200,0.024390243902439025,0.975609756097561,48.956097560975614
171,IIT,3.0,CSE,7.97,AI,Bootcamp,7,1,9,8,5,3,2,2,0,2,1,2,0,1,22,89,2,,Achievement,1.0,0.0,,1383,5801,63,41.0,0.30346820809248554,0.31075491209927614,6,0.2222222222222222,0.125,22,19,1803,0.04878048780487805,0.9512195121951219,52.31519512195122
172,NIT,1.0,CSE,8.24,GenAI,Internship,1,1,6,4,1,0,2,1,4,1,1,0,0,1,5,91,9,nan,Internship,1.0,0.0,,1259,8440,27,45.0,-0.7087301587301588,0.043359791493898826,5,1.8,0.125,11,10,366,0.024390243902439025,0.975609756097561,31.12209756097561
173,Tier3_College,,Mechanical,9.39,AI,Internship,7,1,2,7,5,2,2,0,3,2,0,2,0,5,25,81,5,Carousel,Learning,1.0,0.0,433.0,829,6892,43,39.0,-0.4771084337349398,0.0628173509357319,5,0.625,0.625,14,18,2165,0.024390243902439025,0.975609756097561,43.92109756097561
174,Tier3_College,1.0,ECE,5.8,,Fellowship,10,0,0,7,2,2,4,3,0,0,2,0,1,2,24,88,7,Video,Internship,1.0,1.0,,1144,1285,18,6.0,-0.3860262008733624,0.5458786936236392,5,0.875,0.25,9,22,1404,0.04878048780487805,0.9512195121951219,41.91619512195122
175,NIT,,IT,5.58,,Fellowship,5,1,9,0,1,4,4,1,2,0,0,2,0,9,4,56,0,nan,Learning,1.0,0.0,819.0,1282,235,107,3.0,-0.36087295401402963,3.4703389830508473,5,0.0,1.125,10,18,7371,0.04878048780487805,0.9512195121951219,44.88319512195122
176,Tier2_Engg,1.0,Mechanical,7.82,AI,Workshop,6,1,8,5,0,4,3,2,4,0,0,1,0,5,13,36,4,Video,Project,0.0,0.0,509.0,624,9578,169,,-0.184,0.05313707067543585,5,0.6666666666666666,0.625,13,20,2545,0.024390243902439025,0.975609756097561,45.30109756097561
177,IIT,4.0,ECE,7.5,AI,Fellowship,5,1,5,6,6,4,3,0,3,2,2,1,1,3,12,81,4,,Achievement,1.0,1.0,692.0,891,1374,4,30.0,-0.22309417040358745,0.5032727272727273,7,0.5714285714285714,0.375,17,21,2076,0.024390243902439025,0.975609756097561,49.83209756097561
