Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
Basic,Hybrid,6,224,9,7,10,21155,2,PhD,0,Startup,3,7.04,0,1,0,9,1,42.54313401087214
FullStack,Hybrid,31,385,7,1,7,253049,17,BTech,1,Top,3,8.59,0,3,1,10,3,3.9518038008448957
DataScience,Online,28,324,3,7,7,90975,12,MTech,1,Top,4,7.57,0,3,1,15,3,16.488046166529266
DataScience,Offline,10,285,7,9,11,217857,2,PhD,1,Mid,1,6.76,2,2,0,20,0,9.180333888743533
GenAI,Hybrid,19,280,4,3,12,360267,9,PhD,0,Top,4,5.44,0,3,1,22,3,6.106582062747907
Basic,Hybrid,6,59,8,5,10,396345,18,BTech,1,Startup,4,7.91,1,1,1,24,0,6.055330583204027
Basic,Online,6,422,14,4,3,368732,5,PhD,0,Top,4,6.35,2,3,1,18,1,4.881594220192443
GenAI,Hybrid,5,99,6,2,10,127880,14,BTech,1,Startup,1,6.3,2,3,1,19,1,14.857679074132
GenAI,Offline,29,156,7,5,1,206025,8,PhD,0,Startup,3,9.13,1,1,0,13,0,6.309913845407111
GenAI,Offline,18,285,14,6,11,203151,10,BTech,0,Startup,2,9.62,1,2,1,17,1,8.368159644796236
FullStack,Offline,12,262,14,2,14,57406,1,MTech,1,Startup,1,8.58,2,2,0,20,0,34.83956380866111
Basic,Offline,6,153,7,9,5,206699,3,PhD,0,Startup,3,9.23,2,1,0,19,-1,9.192110266619578
FullStack,Hybrid,25,323,8,3,4,215203,18,PhD,0,Top,2,8.54,0,2,0,13,2,6.040807981301376
GenAI,Hybrid,8,189,6,3,10,73975,9,BTech,0,Startup,3,8.69,1,3,1,10,2,13.518080432578573
Basic,Hybrid,32,104,13,9,7,198595,16,PhD,1,Top,2,5.7,2,1,0,22,-1,11.077821697424406
FullStack,Online,24,206,3,3,10,22896,11,PhD,0,Startup,1,5.9,2,1,0,17,-1,74.24877707896576
FullStack,Offline,17,261,7,8,1,394180,2,PhD,0,Startup,1,9.94,1,3,1,4,2,1.0147648282510529
GenAI,Offline,24,476,5,5,2,196298,13,BTech,0,Mid,4,5.42,1,2,0,3,1,1.5282886224006358
Basic,Online,2,263,9,1,10,380676,4,MTech,1,Mid,3,9.16,2,2,0,19,0,4.991121058327817
GenAI,Offline,28,445,3,2,11,149241,3,BTech,0,Mid,1,8.48,1,1,0,10,0,6.700571558753961
Basic,Offline,32,495,10,5,7,97771,1,MTech,0,Mid,1,7.05,0,2,0,11,2,11.250779883605569
DataScience,Online,23,50,13,9,9,236839,13,PhD,1,Startup,4,5.31,0,3,0,12,3,5.0667330971672735
Advanced,Hybrid,11,154,6,4,6,35953,2,BTech,1,Mid,1,5.63,0,1,1,9,1,25.03268155647651
Advanced,Hybrid,11,382,5,4,13,121757,4,BTech,0,Mid,3,7.82,2,2,0,20,0,16.426160302898396
Advanced,Online,8,336,3,8,10,141433,16,PhD,0,Top,4,7.18,0,2,1,3,2,2.121145701498236
GenAI,Offline,23,432,4,4,2,29366,14,BTech,0,Startup,1,8.6,2,1,1,21,-1,71.51127153851394
DataScience,Hybrid,35,151,12,6,1,174007,4,PhD,0,Mid,3,6.57,2,1,0,17,-1,9.769721907739344
Basic,Offline,30,382,5,2,13,385998,10,BTech,0,Startup,2,10.0,0,2,1,11,2,2.849755698216053
FullStack,Online,2,443,5,7,8,212689,8,BTech,0,Mid,1,7.85,0,2,1,20,2,9.403401210217735
Basic,Hybrid,31,298,11,2,5,118332,10,MTech,1,Mid,3,5.23,2,3,0,19,1,16.056518946692357
FullStack,Hybrid,16,479,12,2,3,373562,4,MTech,0,Mid,4,9.08,0,1,0,23,1,6.156943158029993
Basic,Offline,10,473,13,7,7,203025,1,PhD,1,Mid,1,8.12,0,3,1,11,3,5.418051964043837
DataScience,Online,27,415,8,8,6,248442,2,MTech,0,Mid,1,7.06,0,1,1,18,1,7.245151785929915
FullStack,Offline,25,225,9,1,3,93301,14,PhD,1,Mid,2,7.87,1,2,0,4,1,4.287199494110459
GenAI,Offline,7,52,14,6,11,140269,17,PhD,0,Mid,2,9.31,2,2,1,9,0,6.416243075804347
Basic,Online,25,493,10,5,11,20259,1,MTech,1,Top,1,9.75,0,3,0,24,3,118.46586702206427
Basic,Hybrid,21,154,3,9,11,300226,18,BTech,0,Startup,3,8.96,0,1,0,13,1,4.33007134625249
FullStack,Online,27,414,7,1,9,266969,1,BTech,0,Top,4,6.79,0,1,0,6,1,2.2474519513501567
GenAI,Hybrid,18,221,3,7,11,99640,12,BTech,0,Top,2,8.18,1,1,1,11,0,11.039743075070254
GenAI,Offline,30,201,12,7,3,217666,17,PhD,1,Top,2,6.34,2,2,1,18,0,8.269550595867063
DataScience,Hybrid,19,355,5,5,13,380774,11,PhD,0,Startup,4,5.65,0,1,1,8,1,2.1009837856576343
GenAI,Hybrid,30,376,9,5,13,69421,13,BTech,1,Top,3,5.75,0,2,0,23,2,33.131185088085736
GenAI,Online,22,150,10,6,3,46530,7,BTech,1,Mid,1,9.32,1,1,0,11,0,23.64066193853428
GenAI,Online,15,266,13,2,11,161884,4,PhD,1,Startup,3,5.65,0,2,1,23,2,14.207704282078526
Advanced,Online,12,108,5,8,4,177163,19,MTech,0,Mid,4,8.35,2,2,0,22,0,12.417942798439855
DataScience,Hybrid,24,167,7,5,12,184668,18,MTech,0,Top,4,8.93,0,1,1,4,1,2.1660493426040244
Basic,Offline,23,359,14,4,9,111034,14,BTech,0,Startup,1,8.56,1,1,0,5,0,4.503125168867194
FullStack,Online,2,92,13,7,1,284668,5,MTech,0,Top,4,6.93,1,1,0,13,0,4.566723340874281
Basic,Hybrid,24,218,6,4,11,109348,11,BTech,1,Mid,1,8.65,1,1,1,3,0,2.743534403921425
DataScience,Online,34,401,10,2,8,52160,6,PhD,1,Mid,3,7.52,2,1,0,15,-1,28.757668711656443
FullStack,Hybrid,20,197,4,1,5,237821,3,PhD,0,Top,1,8.06,1,2,1,5,1,2.1024215691633623
DataScience,Online,27,100,5,9,14,347362,12,PhD,0,Top,4,6.66,1,2,0,14,1,4.030377531221032
GenAI,Offline,1,402,7,8,10,377308,19,PhD,0,Top,1,9.0,2,2,0,22,0,5.830780158385192
FullStack,Hybrid,21,365,3,8,1,348731,11,MTech,0,Mid,2,7.23,1,2,0,22,1,6.3085874212501905
GenAI,Online,2,476,10,7,11,300935,1,PhD,1,Startup,2,8.94,2,1,0,19,-1,6.313655772841312
Basic,Online,18,165,5,9,8,149514,7,PhD,1,Startup,1,6.07,2,1,1,24,-1,16.05200850756451
Basic,Online,1,246,11,2,3,222713,17,PhD,1,Mid,1,9.83,2,3,0,9,1,4.041075285232564
FullStack,Offline,10,324,3,5,13,191451,18,BTech,0,Top,1,7.65,1,3,1,4,2,2.0893074468140673
FullStack,Hybrid,25,303,8,7,1,139169,9,MTech,0,Mid,4,6.15,0,3,0,19,3,13.652465707161795
DataScience,Offline,21,89,6,9,3,305378,9,BTech,1,Top,2,8.67,2,3,0,16,1,5.239408208842811
DataScience,Online,24,105,11,1,10,43389,1,PhD,0,Mid,2,5.13,1,3,1,10,2,23.047316140035495
GenAI,Hybrid,31,420,4,8,4,116145,1,MTech,0,Mid,4,9.49,2,1,1,10,-1,8.60992724611477
FullStack,Hybrid,26,313,5,3,11,64878,7,MTech,1,Startup,3,6.89,1,2,0,23,1,35.45115447455223
Basic,Online,5,84,7,4,10,62173,3,PhD,0,Startup,3,5.96,0,3,1,17,3,27.343058884081515
DataScience,Hybrid,26,272,4,1,14,273689,10,MTech,0,Startup,2,7.37,2,2,1,10,0,3.6537822126574326
DataScience,Offline,23,198,3,9,14,66895,11,MTech,1,Startup,2,8.5,1,3,1,14,2,20.92832050227969
Basic,Online,18,427,11,4,9,266475,12,PhD,1,Top,2,9.27,0,1,1,18,1,6.754855052068674
DataScience,Offline,18,273,14,3,8,70156,5,BTech,0,Mid,1,9.56,1,2,0,22,1,31.358686356120646
GenAI,Online,12,363,4,8,13,264909,7,PhD,1,Top,4,9.23,1,1,0,19,0,7.172274252667897
FullStack,Online,1,77,13,6,3,262662,14,BTech,1,Top,2,7.46,2,1,0,12,-1,4.568609086963474
Basic,Hybrid,31,105,8,4,6,151106,11,BTech,0,Mid,3,9.68,2,2,1,6,0,3.970722539144706
FullStack,Online,31,333,7,1,1,286655,4,MTech,0,Top,1,7.47,1,3,0,16,2,5.581622507892763
DataScience,Hybrid,3,209,14,3,13,82872,2,BTech,0,Mid,1,7.8,1,1,1,24,0,28.960324355632782
DataScience,Hybrid,24,278,10,1,1,93336,12,MTech,0,Startup,2,6.28,2,1,1,20,-1,21.42795920116568
Basic,Offline,9,387,7,5,14,51674,6,PhD,1,Mid,3,6.08,0,2,0,14,2,27.0929287455974
GenAI,Offline,29,136,7,2,9,353014,2,MTech,1,Startup,3,9.19,2,3,0,5,1,1.416374421411049
Advanced,Hybrid,33,177,9,1,8,391323,2,PhD,0,Top,1,9.32,0,1,0,7,1,1.7888036225828792
Basic,Online,21,346,11,1,14,156215,11,BTech,0,Top,4,8.81,1,3,1,17,2,10.882437666037193
Advanced,Hybrid,14,474,6,3,1,155085,6,PhD,1,Mid,2,7.99,1,2,1,19,1,12.25134603604475
Advanced,Hybrid,35,96,5,3,12,114561,10,MTech,1,Startup,1,5.37,2,1,0,15,-1,13.093461125513919
GenAI,Online,23,302,6,7,7,149555,4,MTech,1,Mid,3,7.98,0,1,1,8,1,5.349202634482298
Advanced,Online,9,92,3,3,2,395812,3,MTech,0,Top,4,5.61,1,3,1,3,2,0.7579355855810334
Advanced,Offline,11,379,10,3,8,345660,19,BTech,0,Top,1,8.45,0,3,1,15,3,4.339524388127061
GenAI,Hybrid,25,351,3,5,4,286482,11,BTech,1,Mid,1,8.79,1,3,0,5,2,1.7453103510866304
Advanced,Online,18,166,5,4,10,215192,10,BTech,0,Mid,3,5.16,1,3,0,4,2,1.8588051600431241
Advanced,Online,20,50,9,9,5,352113,3,MTech,0,Top,4,8.63,0,2,0,10,2,2.839997387202404
Advanced,Offline,22,59,9,6,11,157640,15,BTech,0,Startup,1,9.05,0,1,0,3,1,1.9030702867292566
Basic,Offline,9,90,4,6,14,329606,5,MTech,1,Startup,3,6.95,1,3,1,8,2,2.4271402826404858
Basic,Offline,12,242,4,1,10,372632,4,PhD,1,Top,2,9.27,0,3,1,3,3,0.8050838360634621
Basic,Offline,9,398,13,3,6,126887,13,MTech,1,Startup,4,5.39,1,1,0,19,0,14.973953202455728
GenAI,Online,8,389,14,1,8,330874,13,PhD,0,Startup,2,8.07,2,3,1,4,1,1.2089194073877065
DataScience,Offline,30,320,8,8,9,62251,8,BTech,0,Mid,2,6.45,1,2,1,11,1,17.670398869094473
Advanced,Online,34,386,6,6,10,260939,13,PhD,0,Mid,4,6.23,0,3,1,18,3,6.898163938698317
Advanced,Online,32,417,9,2,11,81589,7,MTech,0,Startup,3,6.99,0,1,0,12,1,14.707865030825234
GenAI,Hybrid,28,453,11,5,7,278650,15,BTech,0,Top,4,6.7,1,1,0,20,0,7.177462766911896
Advanced,Hybrid,2,196,10,5,2,351575,11,PhD,1,Mid,1,5.38,2,1,1,18,-1,5.119817962028017
Basic,Hybrid,1,475,7,6,8,269700,9,PhD,1,Mid,4,7.31,1,2,1,10,1,3.707823507601038
DataScience,Online,26,286,5,3,14,69486,12,MTech,1,Mid,4,9.82,0,3,1,13,3,18.708804651296663
FullStack,Hybrid,3,406,14,9,14,281095,11,PhD,1,Startup,1,9.92,2,1,1,24,-1,8.538038741350789
Advanced,Online,25,75,9,2,14,331517,12,MTech,1,Startup,2,9.93,1,2,0,4,1,1.2065746251323461
Basic,Hybrid,29,377,10,1,11,94440,2,PhD,1,Mid,4,8.71,2,2,1,18,0,19.05972045743329
FullStack,Online,18,252,11,7,9,87914,18,MTech,0,Startup,2,9.17,1,1,0,8,0,9.099802079304775
DataScience,Offline,23,424,7,6,6,194511,17,PhD,1,Top,2,8.97,2,2,1,14,0,7.1975363861169805
FullStack,Online,35,409,4,6,11,201776,14,MTech,0,Startup,3,9.96,2,2,1,4,0,1.9823963206724289
Basic,Offline,33,199,6,1,2,361754,8,BTech,1,Mid,2,7.57,1,2,1,6,1,1.6585856687140985
FullStack,Online,20,181,10,8,13,197400,17,MTech,1,Top,2,5.18,0,2,1,18,2,9.118541033434651
GenAI,Hybrid,2,343,14,7,10,228607,7,BTech,0,Mid,3,7.01,2,3,1,3,1,1.312295773970176
FullStack,Hybrid,16,192,13,6,3,360374,18,BTech,0,Mid,4,7.02,2,2,0,9,0,2.4974054732028392
Advanced,Online,12,113,7,8,10,292762,18,BTech,1,Mid,3,5.32,2,1,0,6,-1,2.049446307922476
Advanced,Online,34,109,9,1,2,245724,16,MTech,1,Startup,4,9.34,1,3,1,9,2,3.662645895394833
GenAI,Hybrid,27,474,10,1,13,106789,16,BTech,1,Mid,2,6.94,1,1,0,9,0,8.427834327505641
Basic,Hybrid,28,287,12,2,9,64659,7,BTech,1,Top,4,8.8,2,1,0,21,-1,32.47807729782397
Advanced,Offline,19,499,6,4,13,22715,10,BTech,1,Startup,3,6.15,2,3,0,7,1,30.816640986132512
DataScience,Online,16,54,14,9,13,283998,12,MTech,1,Startup,3,6.59,0,1,1,14,1,4.929612180367467
Advanced,Hybrid,5,457,9,1,1,375581,9,BTech,1,Top,4,8.08,1,2,1,17,1,4.526320554021636
Advanced,Hybrid,7,138,10,2,13,92180,18,PhD,0,Top,3,6.04,0,2,0,13,2,14.102842265133436
Basic,Online,1,110,14,3,4,202390,11,MTech,0,Top,4,9.91,1,1,0,19,0,9.387815603537724
FullStack,Online,7,147,4,9,6,238200,1,MTech,0,Startup,1,7.39,0,3,1,23,3,9.655751469353484
Advanced,Hybrid,33,217,13,9,2,117354,18,PhD,1,Mid,1,5.35,0,1,0,23,1,19.598820662269713
GenAI,Offline,23,50,12,8,12,138881,2,BTech,0,Mid,4,5.08,1,2,1,9,1,6.480368084907222
FullStack,Online,19,483,6,4,11,233316,9,MTech,0,Startup,2,9.8,2,3,0,18,1,7.71485881808363
DataScience,Hybrid,9,228,3,1,9,364951,6,MTech,1,Top,2,9.67,1,1,1,16,0,4.384150200985886
Basic,Offline,32,324,8,2,9,266178,3,BTech,0,Mid,3,5.17,0,1,1,18,1,6.762392083493001
DataScience,Hybrid,19,58,13,5,14,396299,6,MTech,1,Top,3,5.05,0,2,0,8,2,2.01867781649714
FullStack,Online,29,211,9,7,3,130169,18,MTech,1,Top,3,6.06,0,1,1,22,1,16.901105485945195
FullStack,Online,17,434,3,6,14,297931,9,BTech,1,Mid,1,7.97,1,1,0,20,0,6.712963739926359
FullStack,Hybrid,30,226,13,8,1,299353,18,BTech,0,Mid,3,9.76,1,1,0,5,0,1.670268879884284
DataScience,Hybrid,29,262,5,6,8,73633,2,PhD,1,Startup,4,9.08,2,1,0,22,-1,29.877908003205082
FullStack,Hybrid,2,242,8,7,9,390843,8,MTech,0,Mid,2,9.81,0,2,1,15,2,3.8378581681135393
DataScience,Online,34,405,11,1,2,381606,11,PhD,1,Mid,2,6.9,0,2,1,13,2,3.406655031629482
FullStack,Hybrid,31,316,9,2,14,339713,15,BTech,0,Mid,4,7.25,1,1,0,3,0,0.8830983801032047
GenAI,Hybrid,28,337,13,4,14,98243,17,PhD,1,Mid,2,5.5,0,1,0,11,1,11.196726484329671
FullStack,Offline,33,482,8,7,9,175187,19,MTech,1,Top,1,8.51,1,1,1,23,0,13.128828052309817
DataScience,Offline,24,127,6,7,9,376545,2,PhD,0,Startup,3,8.19,1,1,1,21,0,5.577022666613552
Advanced,Hybrid,34,81,14,6,13,195778,1,BTech,0,Mid,1,9.78,2,3,1,5,1,2.553913105660493
FullStack,Hybrid,15,452,3,1,10,315404,7,MTech,1,Mid,1,6.08,0,1,1,17,1,5.389912620004819
Advanced,Online,31,196,11,5,13,212087,6,BTech,0,Startup,4,9.26,0,3,1,17,3,8.015578512591532
GenAI,Offline,24,357,7,1,3,49425,6,BTech,1,Mid,1,5.15,0,1,0,9,1,18.209408194233685
Basic,Hybrid,11,315,14,2,1,316750,6,PhD,1,Top,4,7.18,0,1,1,13,1,4.1041831097079715
GenAI,Online,6,490,8,1,2,289204,18,MTech,1,Top,4,6.93,0,2,0,8,2,2.766213468693379
FullStack,Online,16,239,13,3,10,186321,8,BTech,1,Startup,1,7.41,1,3,0,11,2,5.9037896962768555
Advanced,Offline,15,286,6,6,9,52338,14,MTech,0,Mid,2,5.53,0,1,1,4,1,7.642630593450266
Advanced,Online,9,64,12,1,5,224380,11,BTech,1,Mid,1,8.07,1,1,1,9,0,4.011052678491844
DataScience,Online,33,467,12,9,10,209720,7,BTech,1,Startup,3,8.71,2,1,0,10,-1,4.768262445164982
Advanced,Offline,9,192,14,9,14,352440,17,BTech,1,Mid,4,9.93,1,3,1,20,2,5.674724775848372
DataScience,Offline,29,82,14,7,9,93633,8,MTech,1,Startup,3,8.57,2,1,1,5,-1,5.339997650401034
Basic,Online,12,495,12,6,10,303260,16,BTech,0,Startup,1,7.24,0,2,0,23,2,7.584251137637671
FullStack,Online,6,115,12,6,1,317679,14,PhD,1,Startup,4,8.5,1,3,0,6,2,1.888698969714712
DataScience,Hybrid,4,68,7,7,1,97811,18,BTech,1,Mid,3,6.0,2,3,1,18,1,18.402838126591078
Basic,Hybrid,18,116,13,2,6,350773,8,BTech,0,Mid,1,9.92,1,2,1,12,1,3.421015870662793
Advanced,Offline,9,287,7,6,8,234541,9,MTech,0,Startup,4,5.74,1,3,1,24,2,10.232752482508388
Advanced,Hybrid,25,87,12,2,2,399055,10,PhD,1,Startup,2,5.88,1,2,1,12,1,3.0071042838706443
Basic,Offline,10,380,9,2,6,271711,7,BTech,1,Mid,3,7.59,0,3,0,13,3,4.78449529095252
Advanced,Online,1,283,3,1,1,359788,13,PhD,0,Startup,3,5.91,1,1,0,24,0,6.670594905889024
Basic,Offline,8,322,13,2,10,360407,11,MTech,0,Top,2,7.44,1,1,1,20,0,5.549281784205079
DataScience,Offline,24,264,12,7,1,292611,14,BTech,0,Top,4,7.01,0,3,1,12,3,4.101007822672422
DataScience,Hybrid,16,330,6,1,14,331194,4,PhD,0,Top,4,7.16,2,3,0,12,1,3.6232540444573273
Basic,Offline,17,292,11,8,8,77248,11,MTech,0,Top,1,9.53,2,3,1,10,1,12.945318972659486
DataScience,Offline,14,78,13,3,9,335728,17,BTech,1,Startup,2,5.98,0,1,0,8,1,2.3828813801648954
DataScience,Online,11,359,8,2,9,291542,4,PhD,0,Top,3,5.2,0,2,1,14,2,4.8020525344547265
DataScience,Online,13,152,11,1,1,226023,12,BTech,1,Top,2,6.6,2,3,0,13,1,5.7516270468049715
GenAI,Hybrid,3,307,6,3,12,312222,3,PhD,0,Top,2,9.1,1,3,1,24,2,7.6868382112727485
FullStack,Online,5,190,8,5,3,143544,18,BTech,0,Top,2,9.97,1,3,0,17,2,11.843058574374407
Advanced,Hybrid,22,252,5,5,4,96289,2,MTech,1,Top,3,8.67,1,2,1,12,1,12.462482734268711
GenAI,Hybrid,12,403,7,1,13,385044,4,PhD,1,Top,1,6.54,0,1,1,23,1,5.973343306219549
DataScience,Hybrid,15,412,11,6,1,334199,17,MTech,1,Mid,2,6.35,0,1,0,9,1,2.6930062627356754
Basic,Hybrid,33,148,5,6,3,186374,6,MTech,0,Startup,3,9.77,1,1,1,18,0,9.657999506368915
DataScience,Hybrid,22,394,10,2,7,171907,2,BTech,0,Mid,1,6.4,2,3,1,18,1,10.470777804277894
FullStack,Offline,19,79,8,6,5,357911,14,BTech,1,Top,1,6.05,1,3,0,14,2,3.9115869587690795
DataScience,Hybrid,3,160,6,6,8,208232,1,BTech,1,Mid,2,8.18,2,3,0,21,1,10.084905297936915
Basic,Hybrid,25,312,11,8,10,52120,17,MTech,1,Mid,2,6.5,2,1,1,3,-1,5.755947812739831
FullStack,Offline,11,258,11,4,14,276651,5,PhD,1,Mid,3,9.5,0,1,1,3,1,1.0843987551102292
DataScience,Offline,14,163,13,9,13,30971,18,BTech,0,Mid,4,8.66,0,1,1,6,1,19.37296180297698
FullStack,Online,25,440,10,2,5,245897,8,PhD,0,Top,4,9.17,2,2,0,13,0,5.286766410326275
Advanced,Offline,4,323,9,2,11,92015,9,BTech,0,Top,2,7.11,0,1,0,21,1,22.822365918600227
Advanced,Offline,25,248,3,9,5,62244,14,MTech,0,Top,2,8.69,0,2,1,23,2,36.95135274082642
DataScience,Offline,27,467,6,9,12,53927,6,BTech,1,Startup,3,8.77,2,3,1,15,1,27.815380050809427
FullStack,Offline,14,447,3,1,12,113722,11,MTech,0,Startup,4,9.35,1,2,1,13,1,11.431385308031869
Basic,Offline,24,76,4,3,7,315339,4,BTech,0,Startup,1,5.48,1,3,0,4,2,1.2684761478916342
DataScience,Online,5,349,3,4,7,162513,6,PhD,1,Startup,4,8.82,0,1,0,15,1,9.230030828302967
Advanced,Offline,10,404,11,5,14,121123,6,PhD,0,Top,4,5.94,0,3,1,18,3,14.860926496206336
Advanced,Offline,31,422,4,1,10,322404,10,BTech,1,Startup,2,5.86,0,2,0,19,2,5.893227131177032
DataScience,Online,2,89,7,6,9,118474,14,MTech,0,Top,2,5.63,2,3,1,8,1,6.752536421493324
FullStack,Hybrid,15,477,6,8,8,23929,8,MTech,1,Top,4,7.78,0,1,1,19,1,79.40156295708137
Advanced,Offline,12,165,3,4,14,257430,16,MTech,1,Mid,1,8.59,1,2,1,16,1,6.215281824185215
FullStack,Hybrid,10,128,8,2,6,375677,15,BTech,0,Startup,2,6.45,1,1,1,17,0,4.525163904098467
Advanced,Offline,4,262,6,4,10,54034,9,MTech,0,Startup,2,7.85,1,3,1,20,2,37.01373209460709
Advanced,Offline,22,449,10,3,6,79534,18,PhD,0,Startup,2,8.72,2,2,0,15,0,18.859858676792314
GenAI,Hybrid,7,218,3,7,11,325997,9,MTech,0,Startup,4,7.32,0,2,1,5,2,1.5337564456114627
Advanced,Online,13,95,3,1,1,290926,7,MTech,1,Top,3,5.24,0,3,1,24,3,8.249520496621134
Basic,Offline,9,108,10,9,6,245869,2,MTech,1,Mid,1,9.34,1,3,0,14,2,5.694089128763691
DataScience,Online,15,54,3,6,7,68655,7,BTech,1,Top,2,8.92,0,1,0,4,1,5.826232612337048
DataScience,Online,21,181,4,3,10,376117,15,BTech,1,Top,1,6.02,1,2,1,13,1,3.456371288721329
FullStack,Hybrid,15,144,6,6,5,302708,17,MTech,0,Mid,1,5.22,2,1,0,5,-1,1.6517568085415646
Advanced,Online,35,225,12,7,7,65606,10,MTech,1,Mid,2,5.68,1,2,1,5,1,7.621254153583514
Basic,Hybrid,19,325,14,5,3,56125,19,PhD,0,Top,3,6.5,0,1,1,18,1,32.071269487750556
FullStack,Online,4,52,10,1,4,236601,4,PhD,1,Mid,4,5.55,0,2,1,20,2,8.453049648987113
GenAI,Online,12,394,7,7,2,361870,5,BTech,1,Mid,1,5.27,0,2,0,18,2,4.974161991875535
FullStack,Online,19,74,8,4,13,118793,3,PhD,0,Top,1,7.24,2,1,0,14,-1,11.785206199018461
FullStack,Online,24,246,14,1,9,305220,18,MTech,0,Mid,1,5.12,1,3,1,16,2,5.242120437717056
Advanced,Hybrid,32,215,12,6,2,114317,11,BTech,0,Top,2,6.2,0,3,1,12,3,10.497126411644812
GenAI,Online,29,83,6,7,14,26341,12,MTech,1,Startup,2,5.57,0,3,0,4,3,15.185452336661479
FullStack,Hybrid,5,230,3,7,3,298973,11,MTech,0,Startup,2,9.57,1,1,1,9,0,3.010305278403066
Basic,Hybrid,14,191,9,4,1,98873,10,BTech,0,Top,3,6.69,2,2,0,5,0,5.056992303257714
Basic,Hybrid,23,416,5,1,5,267298,2,BTech,1,Mid,2,8.28,2,1,1,11,-1,4.11525712874769
DataScience,Hybrid,26,350,7,6,6,333117,8,MTech,0,Top,4,9.06,2,3,0,17,1,5.103312049520138
GenAI,Hybrid,2,140,11,9,11,102426,18,BTech,0,Mid,3,5.97,1,1,0,11,0,10.739460683810751
GenAI,Hybrid,29,67,13,8,9,286656,4,PhD,0,Mid,3,6.73,0,3,0,19,3,6.628153605715561
DataScience,Offline,8,393,9,3,3,332412,9,MTech,0,Startup,3,5.84,0,2,0,10,2,3.0083149826119393
FullStack,Offline,8,153,5,9,3,217204,3,BTech,0,Top,3,9.22,1,2,1,19,1,8.74753687777389
GenAI,Hybrid,23,77,9,2,3,64391,19,MTech,0,Mid,3,6.34,2,3,1,15,1,23.295181003556397
Basic,Hybrid,2,221,9,7,1,162538,7,PhD,1,Mid,3,7.8,2,2,0,9,0,5.537166693327099
Basic,Hybrid,33,333,11,8,12,100513,17,MTech,1,Startup,2,6.2,1,1,0,9,0,8.954065643250127
Advanced,Online,24,184,8,4,2,30121,7,MTech,0,Mid,2,5.07,2,3,0,15,1,49.79914345473258
GenAI,Offline,12,403,10,3,9,272704,11,BTech,0,Top,1,8.73,0,2,0,22,2,8.067355080966909
FullStack,Online,21,429,8,3,9,142374,5,PhD,0,Mid,3,5.35,0,1,1,5,1,3.5118771685841517
DataScience,Hybrid,25,209,13,2,1,318948,13,BTech,0,Mid,2,9.4,0,3,0,10,3,3.135307322823783
DataScience,Offline,22,226,11,2,4,169661,19,PhD,1,Startup,2,9.87,2,3,1,23,1,13.556444910733758
FullStack,Offline,22,260,3,9,13,191420,10,BTech,1,Top,2,8.71,1,1,0,13,0,6.7913488663671515
Advanced,Offline,9,454,8,6,14,396942,16,PhD,0,Startup,3,9.45,0,1,1,13,1,3.2750376629331237
DataScience,Offline,1,352,14,6,2,295933,1,BTech,0,Startup,1,6.43,0,1,1,4,1,1.351657300807953
GenAI,Offline,28,370,7,4,1,180780,16,MTech,0,Top,2,5.96,0,2,1,14,2,7.744219493306781
Advanced,Offline,33,66,4,3,2,120025,6,MTech,0,Mid,3,6.51,2,2,0,21,0,17.49635492605707
GenAI,Hybrid,27,463,11,6,5,72680,19,BTech,0,Top,3,7.5,0,2,0,5,2,6.879471656576775
Basic,Offline,2,279,4,2,6,250480,2,PhD,1,Startup,3,7.65,1,3,0,15,2,5.988502076014053
Advanced,Offline,16,240,3,4,14,128636,13,MTech,0,Mid,3,5.8,1,1,0,15,0,11.66081034858049
DataScience,Online,29,56,3,6,3,85234,5,BTech,1,Startup,4,9.56,1,3,1,9,2,10.559166529788582
Advanced,Offline,30,248,12,2,9,366732,1,BTech,0,Startup,2,5.86,2,1,0,4,-1,1.0907147453726427
Advanced,Offline,21,458,13,2,12,228292,16,MTech,1,Mid,1,5.3,1,1,1,19,0,8.322674469539011
Advanced,Offline,17,146,14,7,6,305246,1,MTech,0,Startup,2,9.05,0,3,1,20,3,6.552092410711361
Advanced,Offline,35,234,6,4,13,117467,1,PhD,1,Mid,2,9.01,0,3,0,8,3,6.810423352941677
GenAI,Offline,25,245,8,4,6,159224,19,MTech,0,Startup,4,7.65,2,1,1,7,-1,4.396322162488067
Basic,Online,20,447,11,5,13,394055,7,BTech,0,Startup,3,8.89,0,3,0,15,3,3.806575224270724
FullStack,Hybrid,22,277,12,5,14,20671,1,MTech,0,Mid,1,5.74,0,2,1,3,2,14.513085965845871
Advanced,Online,15,452,13,9,4,296685,3,BTech,0,Mid,1,7.84,1,1,1,14,0,4.718809511771744
DataScience,Hybrid,17,471,3,9,6,248789,14,PhD,1,Startup,2,6.05,0,2,0,14,2,5.627258439882792
Advanced,Offline,10,375,6,9,8,280030,8,MTech,0,Top,1,6.96,2,2,1,16,0,5.713673534978395
DataScience,Online,11,183,14,1,2,161293,5,PhD,1,Startup,2,6.44,2,3,0,17,1,10.539825038904354
