Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
315,4,ECE,9.81,Female,46,127,3,10,3,82,62,23,55,14,9,2,7,0
316,3,Mechanical,5.89,Male,88,178,3,37,3,132,89,40,60,2,2,3,5,1
317,1,CSE,5.75,Male,71,150,6,32,3,198,60,24,62,15,10,0,8,0
318,3,Civil,6.79,Male,55,194,1,31,2,196,84,46,49,12,18,3,2,1
319,2,Mechanical,5.48,Female,58,130,5,17,1,88,77,24,75,15,15,1,4,1
320,4,Mechanical,5.78,Female,88,155,4,4,4,135,60,5,96,13,14,2,0,1
321,1,CSE,9.23,Male,65,19,2,36,3,77,48,17,66,4,5,3,1,0
322,4,ECE,5.86,Male,40,122,5,20,3,21,38,17,60,4,5,3,5,0
323,2,CSE,5.56,Male,82,130,1,13,2,54,76,24,48,2,12,1,9,1
324,2,CSE,9.4,Male,69,110,3,23,2,92,33,47,88,9,6,4,7,1
325,2,CSE,7.22,Female,82,91,6,8,3,106,67,34,79,16,1,4,0,0
326,3,CSE,5.79,Female,54,78,3,30,4,15,97,42,63,18,19,0,0,0
327,3,CSE,7.91,Male,93,45,5,12,5,54,45,26,99,9,6,4,6,1
328,4,Civil,5.21,Male,42,127,2,16,4,12,39,20,82,8,1,1,1,1
329,4,CSE,7.14,Female,59,14,3,30,6,57,66,23,40,1,1,3,1,0
330,1,ECE,7.95,Male,58,174,5,14,4,139,72,29,88,4,1,1,9,1
331,1,Mechanical,9.79,Male,66,118,6,29,2,197,74,6,84,9,11,4,3,1
332,4,Civil,6.63,Female,40,145,6,11,5,61,39,20,57,19,17,2,2,0
333,3,ECE,8.83,Female,84,29,1,8,4,64,76,24,59,7,3,4,7,1
334,2,CSE,5.66,Female,91,122,4,16,5,39,31,49,84,1,12,3,6,0
335,4,ECE,7.17,Female,52,171,1,30,5,20,56,45,47,0,18,4,1,1
336,1,Mechanical,6.12,Male,72,188,4,30,6,49,98,8,73,4,17,1,6,0
337,3,ECE,7.46,Female,82,113,5,2,4,36,95,42,92,1,17,4,6,1
338,4,CSE,7.09,Female,63,184,6,20,5,163,61,19,62,6,13,4,5,1
339,4,Mechanical,9.9,Female,50,51,3,12,3,145,89,19,45,5,13,2,0,1
340,3,CSE,9.59,Male,44,34,1,32,6,195,99,22,96,0,5,1,8,1
341,4,CSE,7.91,Male,82,104,4,15,4,108,97,14,53,14,8,4,3,1
342,3,Civil,5.88,Female,87,124,5,4,4,196,44,44,75,17,6,0,7,0
343,2,Mechanical,7.78,Male,71,146,1,12,3,136,94,49,64,18,15,0,9,1
344,3,Mechanical,8.96,Female,74,174,1,29,1,116,64,7,47,8,12,0,0,0
345,3,CSE,5.19,Female,91,172,1,37,6,87,78,30,95,16,15,3,1,0
346,3,ECE,7.17,Male,90,99,5,23,1,80,65,13,85,16,6,4,4,1
347,4,Mechanical,5.21,Male,58,61,4,2,1,110,37,25,51,12,13,1,4,1
348,4,ECE,6.22,Female,40,13,5,8,3,87,94,16,61,8,16,2,8,1
349,3,ECE,5.46,Male,54,148,4,16,2,110,64,37,40,8,16,4,2,1
350,4,Mechanical,9.8,Female,58,48,4,5,4,86,34,25,66,6,3,2,8,1
351,1,ECE,5.84,Female,43,142,5,26,6,107,34,8,82,17,14,0,0,0
352,1,Mechanical,5.75,Female,64,29,1,22,5,55,75,42,90,0,13,3,2,1
353,4,Civil,9.86,Male,85,127,5,21,5,157,82,45,91,6,9,1,9,1
354,4,Mechanical,7.58,Female,75,67,2,11,4,167,68,15,47,13,12,1,4,1
355,3,Mechanical,8.79,Male,47,68,5,11,4,114,34,27,60,0,1,2,5,0
356,2,Mechanical,6.64,Female,84,160,1,25,3,124,68,30,98,15,7,4,4,1
357,4,Civil,7.66,Male,88,174,3,25,4,80,45,27,50,1,15,4,2,0
358,1,ECE,5.03,Female,65,60,1,20,6,185,63,7,86,12,18,2,0,1
359,3,Civil,7.04,Female,75,150,5,25,1,149,88,48,48,2,19,2,7,0
360,4,ECE,7.78,Female,57,170,3,8,1,21,65,33,83,12,15,1,8,0
361,1,Mechanical,7.57,Female,67,94,1,4,2,58,48,49,63,19,12,0,2,1
362,1,Mechanical,7.03,Male,72,157,3,14,3,173,34,5,73,8,3,1,2,1
363,2,Civil,8.94,Male,75,67,5,18,1,46,98,14,55,19,17,2,8,0
364,3,Civil,7.51,Male,44,91,1,37,1,135,68,18,44,9,15,2,8,1
365,3,Civil,8.18,Male,93,69,2,9,2,176,55,20,97,19,1,0,4,1
366,2,Civil,5.92,Female,75,97,2,22,5,54,74,8,80,11,3,3,1,1
367,2,Mechanical,9.31,Male,90,170,4,37,6,184,44,47,98,0,11,2,0,1
368,3,Mechanical,6.81,Female,67,15,4,31,2,140,40,7,44,1,18,4,7,1
369,3,CSE,7.41,Male,56,127,6,17,5,58,43,36,42,2,4,0,0,0
370,4,Civil,6.76,Female,53,109,5,29,2,152,81,48,73,4,13,2,0,1
371,4,Civil,9.46,Female,96,185,3,31,3,135,90,48,85,8,3,3,8,1
372,2,ECE,9.5,Female,68,192,4,25,4,81,48,49,97,5,12,0,9,1
373,4,ECE,6.12,Female,92,83,1,33,2,169,98,40,44,0,12,3,2,0
374,1,Mechanical,8.76,Male,54,100,1,32,3,62,66,20,58,17,7,2,1,1
375,4,CSE,5.51,Female,42,88,2,39,3,150,74,13,90,3,6,1,2,0
376,4,Civil,5.15,Male,42,44,3,35,6,32,37,24,67,8,10,4,9,1
377,1,CSE,9.18,Female,58,41,1,4,4,35,78,37,88,16,9,0,1,0
378,2,CSE,5.66,Female,94,12,1,12,1,151,55,37,80,5,12,2,1,1
379,1,Mechanical,5.77,Male,72,25,2,37,4,44,51,36,41,8,10,1,3,0
380,4,CSE,8.03,Male,75,45,3,13,1,162,77,10,40,15,6,1,8,1
381,2,Civil,9.08,Female,87,130,6,35,2,90,82,45,72,13,2,1,4,0
382,4,Mechanical,5.95,Male,65,168,1,9,1,47,97,10,44,10,9,1,2,1
383,1,CSE,5.57,Female,78,133,2,18,2,41,38,23,77,12,17,0,6,1
384,1,Mechanical,5.39,Female,55,171,4,8,2,186,44,31,71,4,5,0,5,1
385,4,Mechanical,5.12,Female,90,100,2,2,1,101,33,13,87,19,0,4,1,0
386,3,ECE,5.58,Female,63,127,2,3,5,101,83,6,61,9,16,2,7,1
387,3,Mechanical,9.71,Female,68,137,4,39,6,33,55,16,67,0,12,0,9,1
388,1,CSE,5.48,Male,79,14,1,10,6,125,76,9,61,16,1,2,8,0
389,1,ECE,7.99,Female,84,84,3,25,2,112,33,11,71,10,11,1,8,0
390,3,Civil,9.6,Male,66,28,6,31,3,98,51,23,85,0,19,3,0,0
391,3,Civil,8.14,Female,46,151,3,8,4,59,70,47,44,18,12,1,3,1
392,4,Civil,5.16,Male,48,121,4,7,5,19,40,40,45,16,15,0,2,1
393,4,Civil,7.98,Male,78,71,2,10,4,118,36,38,64,10,5,4,8,1
394,3,Civil,9.52,Male,84,43,3,36,3,82,94,12,87,15,17,0,8,1
395,4,CSE,6.61,Female,94,87,6,4,3,194,76,19,60,7,19,1,2,0
396,4,Mechanical,6.57,Male,97,151,4,24,4,180,66,27,46,7,3,0,8,0
397,2,ECE,6.24,Female,43,87,4,6,1,130,78,43,87,11,12,4,0,1
398,4,Mechanical,7.53,Male,76,77,4,34,2,171,81,42,52,4,13,3,7,1
399,1,Mechanical,6.19,Male,73,173,4,29,6,168,97,27,64,14,5,1,0,0
400,4,CSE,8.62,Female,46,123,2,28,3,81,80,29,57,16,15,1,4,1
401,4,CSE,8.22,Female,43,91,2,23,1,104,99,13,73,14,12,4,8,0
402,3,CSE,7.0,Male,48,92,5,35,2,159,61,27,93,0,8,3,2,1
403,1,ECE,8.61,Male,41,37,4,28,5,191,76,33,97,7,7,3,4,1
404,4,CSE,5.49,Female,95,149,1,9,6,194,89,30,94,7,8,2,7,0
405,4,Mechanical,8.75,Male,94,28,4,39,2,180,90,35,74,15,5,1,5,1
406,2,ECE,8.01,Male,66,103,2,20,4,106,39,26,64,11,4,0,0,0
407,4,CSE,8.15,Male,71,190,3,4,6,154,50,32,40,5,0,0,7,1
408,4,CSE,5.32,Male,59,44,1,9,6,16,71,49,44,12,18,3,8,0
409,2,CSE,8.09,Male,96,80,3,23,6,120,82,47,50,15,1,1,9,1
410,3,Mechanical,7.47,Female,94,16,5,22,4,113,90,10,94,5,1,1,4,0
411,4,CSE,7.43,Male,60,117,3,1,1,30,50,19,56,18,15,0,8,1
412,2,Mechanical,6.61,Female,56,142,3,11,5,44,68,36,66,2,6,0,7,1
413,1,ECE,5.04,Female,81,62,2,5,1,166,70,28,62,14,9,0,7,1
414,3,CSE,7.11,Male,82,191,4,20,2,124,97,25,57,9,4,2,0,1
415,1,Civil,7.0,Female,90,54,3,29,4,130,60,47,96,10,17,4,3,1
416,1,Civil,7.11,Male,52,43,6,27,5,95,76,40,73,13,17,3,7,1
417,2,Mechanical,8.06,Female,63,65,2,28,4,14,45,44,52,19,4,3,7,1
418,4,CSE,6.5,Female,45,30,2,27,6,32,71,17,96,14,13,1,7,0
419,2,CSE,6.35,Female,65,32,1,24,1,31,97,48,83,15,18,0,0,0
420,2,Civil,7.49,Female,99,191,1,20,2,178,88,6,51,2,0,4,2,1
421,2,ECE,7.96,Male,71,107,1,22,1,101,46,24,53,12,10,1,6,1
422,2,ECE,7.84,Female,94,96,3,9,6,26,74,25,45,1,17,0,8,0
423,3,Mechanical,9.41,Female,41,45,5,34,1,128,97,46,50,15,7,0,5,0
424,4,Civil,8.85,Female,44,148,2,33,5,134,48,12,79,19,0,1,9,1
425,1,Mechanical,5.26,Female,44,19,4,20,5,46,80,49,67,14,18,3,6,1
426,1,Mechanical,7.82,Male,53,175,1,26,5,90,72,10,90,15,1,3,3,1
427,4,ECE,7.09,Male,90,189,5,4,2,80,75,25,45,2,12,4,2,1
428,1,Civil,6.81,Female,45,110,5,9,6,59,47,32,46,2,19,2,4,1
429,4,Mechanical,9.79,Female,59,191,4,22,6,43,49,5,88,13,3,0,1,1
430,1,ECE,7.28,Female,73,11,4,31,5,22,91,23,68,14,7,0,4,0
431,2,ECE,8.6,Male,56,76,1,36,5,69,83,18,64,1,1,1,4,0
432,1,CSE,9.84,Male,42,84,1,27,1,84,71,17,93,5,11,0,4,0
433,4,Civil,5.76,Male,94,53,5,13,6,96,81,5,41,18,11,1,0,1
434,4,Civil,5.27,Male,72,163,2,5,3,11,37,8,62,0,2,2,1,1
435,4,CSE,6.57,Male,48,33,5,31,5,169,95,41,42,12,17,1,2,0
436,4,Mechanical,5.22,Female,45,188,3,1,2,17,32,39,55,16,7,4,5,1
437,4,ECE,5.58,Female,48,53,4,16,2,133,89,9,62,8,7,2,9,1
438,3,ECE,9.96,Female,57,46,4,4,5,46,41,15,85,7,12,4,6,1
439,3,ECE,9.8,Male,79,23,3,21,2,45,79,29,72,2,11,3,2,1
440,1,CSE,8.46,Male,47,126,4,3,4,184,99,32,56,16,7,4,6,0
441,4,ECE,8.76,Female,56,164,5,35,3,76,40,30,66,9,4,1,9,0
442,1,Mechanical,5.7,Female,94,144,3,13,3,199,78,13,68,7,18,4,7,1
443,4,Mechanical,7.98,Male,64,133,2,21,1,103,31,43,47,6,12,0,5,1
444,4,CSE,5.77,Female,64,139,2,10,1,163,80,7,78,2,0,3,1,0
445,3,Mechanical,6.89,Female,92,88,4,12,3,90,76,26,63,5,18,1,8,0
446,3,Civil,6.73,Male,48,79,3,3,1,10,61,34,80,1,8,2,4,0
447,2,Civil,8.07,Female,98,78,3,18,1,40,71,41,57,9,17,1,3,1
448,3,ECE,5.4,Male,48,63,2,32,1,91,81,12,91,19,17,4,1,1
449,2,ECE,5.52,Male,43,38,3,22,2,123,38,40,45,19,16,3,3,0
450,2,Civil,8.05,Male,54,60,6,33,6,195,67,46,60,9,19,2,8,1
451,2,Mechanical,8.18,Female,49,43,5,10,1,54,71,13,88,5,19,1,7,0
452,2,CSE,6.7,Male,54,90,2,10,2,26,74,18,58,17,19,2,8,1
453,2,ECE,5.73,Female,56,81,1,23,4,182,74,23,74,18,17,1,4,1
454,1,ECE,9.43,Male,77,152,4,8,3,158,32,24,98,9,5,3,9,0
455,3,Civil,5.26,Male,76,25,1,6,3,90,85,38,79,13,13,3,1,0
456,2,Civil,8.59,Female,42,163,6,16,5,65,45,9,80,15,10,4,2,0
457,4,CSE,5.7,Male,58,155,4,4,4,136,45,43,98,6,12,2,1,1
458,3,ECE,8.19,Female,60,173,5,36,4,55,88,24,48,6,4,4,9,1
459,3,Mechanical,8.32,Female,93,144,1,8,5,61,69,21,86,7,18,3,6,0
460,2,Mechanical,9.02,Male,93,166,6,9,4,189,38,32,60,19,17,4,9,1
461,1,Civil,6.98,Female,78,17,2,23,1,189,36,15,71,17,10,0,7,1
462,2,CSE,5.11,Female,40,158,5,15,1,50,84,15,57,2,12,4,8,1
463,1,Civil,9.06,Female,63,144,2,15,6,91,98,42,40,11,15,1,6,0
464,4,CSE,7.22,Male,57,41,3,3,4,43,87,37,95,17,13,0,5,1
465,3,Mechanical,9.24,Female,56,185,2,6,2,147,68,49,53,15,9,1,0,0
466,4,CSE,8.88,Male,71,171,6,8,1,42,93,37,95,4,19,3,1,1
467,1,Mechanical,7.49,Male,68,28,4,35,5,28,31,48,69,19,4,2,0,0
468,1,CSE,10.0,Male,87,93,1,36,5,90,61,49,47,4,6,0,1,0
469,4,Civil,7.31,Male,41,33,1,20,5,177,94,14,54,17,0,0,5,1
470,1,Mechanical,8.48,Male,80,87,5,23,5,91,74,49,66,16,16,3,3,1
471,4,ECE,8.35,Male,42,163,1,4,2,41,69,47,79,1,0,0,5,1
472,3,ECE,7.59,Female,99,138,5,10,6,25,42,25,54,7,8,4,3,1
473,4,Mechanical,7.93,Male,46,161,4,2,5,138,62,25,95,0,0,4,0,1
474,3,ECE,8.99,Male,61,143,6,29,2,118,75,38,67,17,13,4,7,0
475,4,Mechanical,7.86,Male,77,13,3,39,5,22,56,21,48,19,14,3,2,1
476,1,Civil,7.25,Male,47,67,5,29,1,108,76,37,44,11,7,0,0,0
477,4,Civil,8.31,Male,74,166,3,29,4,100,34,26,59,4,9,2,5,0
478,1,CSE,5.18,Male,43,77,4,14,4,109,38,35,56,4,17,2,2,1
479,4,ECE,5.55,Male,82,13,4,10,2,146,31,32,64,5,1,1,2,1
480,4,ECE,5.63,Male,82,88,1,38,4,180,79,42,85,1,11,2,4,1
481,2,ECE,7.13,Female,60,56,4,3,1,56,69,19,51,16,11,3,7,1
482,1,Mechanical,9.36,Female,76,97,1,33,1,144,33,46,82,16,10,4,0,0
483,2,Civil,8.22,Male,93,159,4,1,2,59,30,20,81,14,7,3,9,0
484,1,ECE,9.86,Female,54,39,3,16,6,105,34,28,84,0,10,0,2,0
485,2,CSE,5.2,Male,84,108,3,29,1,143,73,46,77,14,7,1,1,0
486,3,ECE,8.61,Female,67,129,2,11,6,94,46,33,95,0,14,4,0,1
487,4,CSE,6.57,Female,97,187,6,9,2,64,94,17,99,12,3,2,6,1
488,1,ECE,5.12,Male,81,165,5,26,1,187,56,38,79,6,9,3,7,1
489,1,ECE,9.13,Female,86,165,2,32,1,162,56,37,40,13,8,2,4,1
490,4,Civil,5.81,Male,44,87,5,13,5,159,34,11,73,11,6,2,9,1
491,1,CSE,6.07,Male,72,141,2,23,3,12,30,5,41,9,14,1,2,1
492,1,ECE,6.7,Female,99,112,1,30,2,37,56,42,76,2,8,4,9,0
493,2,CSE,8.94,Female,43,98,3,13,6,54,33,16,86,18,5,2,4,1
494,1,CSE,8.12,Male,44,138,3,13,1,133,69,10,87,3,11,4,6,0
495,3,Civil,6.32,Female,84,98,2,4,6,165,86,33,84,9,11,4,0,0
496,3,Civil,5.84,Male,92,68,4,5,6,29,75,28,65,1,16,2,8,0
497,4,CSE,5.55,Male,42,131,2,22,5,91,62,16,46,8,10,2,5,0
498,1,Civil,5.75,Male,99,105,5,37,4,116,32,19,69,9,17,4,6,0
499,4,ECE,9.34,Male,94,96,3,3,1,53,35,8,66,15,11,3,9,1
500,3,ECE,9.61,Male,60,185,3,36,2,61,78,11,93,10,7,3,5,1
501,1,Civil,9.84,Female,45,183,3,6,4,48,81,16,97,9,15,4,7,0
502,1,CSE,9.17,Female,50,155,2,6,1,193,53,23,59,5,4,3,3,0
503,4,ECE,9.44,Male,64,174,4,11,1,153,95,10,98,7,14,1,5,1
504,3,Mechanical,9.08,Female,47,70,1,37,1,132,95,45,86,11,0,2,4,1
505,1,CSE,9.79,Female,92,68,1,37,5,54,77,39,79,17,13,2,8,1
506,4,CSE,9.23,Female,67,143,5,30,2,128,53,16,95,5,13,0,7,1
507,3,Mechanical,7.31,Male,91,11,1,12,4,173,98,44,70,8,3,1,8,1
508,4,Mechanical,6.62,Male,40,127,6,17,5,64,75,27,99,4,13,0,0,1
509,2,CSE,7.92,Male,92,148,4,6,6,65,87,11,73,7,7,0,7,0
510,1,Mechanical,8.04,Female,91,146,6,33,1,159,45,7,86,15,18,1,3,1
511,2,Civil,7.87,Female,65,131,4,33,5,67,78,31,85,0,12,0,2,1
512,3,Civil,8.53,Female,71,121,3,11,1,109,31,41,75,13,1,4,1,1
513,2,CSE,8.49,Male,43,84,4,10,2,91,71,36,90,6,4,1,3,1
514,2,Civil,5.44,Female,86,31,5,16,2,171,32,16,81,6,15,4,8,1
515,3,ECE,6.43,Female,63,178,1,24,6,108,46,8,92,19,8,1,3,0
516,4,Civil,9.45,Male,82,64,2,38,3,125,92,19,65,16,2,3,5,1
517,2,Civil,7.95,Female,73,186,6,8,2,44,74,46,66,5,11,4,9,1
518,4,Mechanical,6.64,Female,86,13,1,11,5,105,98,12,96,0,8,3,8,1
519,2,Civil,9.25,Male,63,79,1,7,2,29,39,21,56,11,18,0,8,0
520,4,CSE,6.25,Male,86,144,5,15,1,127,73,18,60,19,2,1,8,1
521,3,Civil,7.05,Male,70,137,4,35,3,60,93,19,91,1,11,0,9,0
522,2,Civil,6.38,Male,97,24,5,23,6,15,84,39,76,15,1,1,9,1
523,3,CSE,9.36,Male,48,35,2,12,5,81,31,38,72,10,4,4,5,1
524,2,CSE,8.64,Female,88,112,2,12,1,126,73,9,42,14,4,1,5,1
525,3,Mechanical,7.3,Female,97,169,2,8,4,21,45,24,45,17,5,0,0,1
526,3,ECE,9.66,Male,90,168,3,1,1,78,32,33,79,17,10,2,8,1
527,2,Civil,9.64,Male,54,104,1,37,5,162,70,13,52,8,2,1,2,1
528,2,ECE,8.56,Female,68,135,1,35,1,29,56,20,88,10,2,3,5,1
529,2,Mechanical,9.46,Female,49,165,5,19,6,113,31,42,81,14,15,3,3,0
530,1,CSE,8.6,Male,88,70,3,22,1,124,60,34,52,10,2,4,6,1
531,4,CSE,8.14,Female,52,94,6,20,6,13,87,44,90,7,7,2,6,1
532,1,CSE,7.1,Female,41,137,6,9,6,101,93,7,51,0,8,1,5,1
533,1,Mechanical,6.37,Female,53,112,4,28,5,134,50,49,48,19,2,1,1,1
534,3,Civil,5.3,Male,92,146,1,5,3,31,43,36,93,11,6,3,3,1
535,2,Mechanical,9.0,Male,83,185,1,19,3,184,43,47,70,9,18,1,1,1
536,4,CSE,5.61,Female,80,165,3,37,2,117,71,39,42,5,3,3,8,1
537,3,Civil,7.05,Female,55,69,2,36,4,126,76,24,41,18,16,0,2,1
538,1,CSE,6.17,Male,98,147,2,23,6,22,33,9,66,3,2,2,9,1
539,2,CSE,7.27,Male,43,41,1,28,4,48,99,25,90,0,11,3,7,1
540,3,Mechanical,6.57,Female,61,174,1,23,3,172,76,13,76,4,17,2,1,0
541,2,Mechanical,9.15,Female,69,196,3,14,2,101,30,19,44,10,2,0,5,1
542,3,ECE,9.89,Male,60,158,2,26,4,58,78,5,62,6,6,4,5,1
543,2,CSE,9.71,Female,94,35,3,18,2,71,88,22,94,17,19,0,8,1
544,1,Civil,8.11,Male,79,194,2,37,1,123,48,35,62,12,16,4,8,1
545,4,CSE,9.9,Female,47,110,6,30,4,142,36,46,86,2,11,2,1,0
546,1,Civil,7.0,Female,75,162,2,38,5,148,32,44,82,13,14,1,9,0
547,4,ECE,7.61,Female,54,37,1,10,2,153,81,43,49,1,13,2,8,1
548,2,CSE,6.28,Male,49,144,2,28,3,45,86,5,73,18,3,3,4,1
549,3,Civil,9.49,Female,89,40,1,37,6,178,60,41,68,4,19,3,5,1
550,1,Civil,5.9,Male,89,55,3,34,6,89,99,22,96,5,2,3,9,0
551,4,ECE,8.05,Male,71,191,3,1,5,151,84,49,58,12,12,3,0,1
552,1,Mechanical,9.0,Female,55,26,3,25,6,28,54,47,79,1,1,0,0,1
553,4,ECE,7.98,Male,86,27,5,16,3,26,72,30,47,2,7,1,0,1
554,1,Civil,5.39,Male,54,116,4,14,3,32,81,38,68,2,6,1,9,1
555,4,ECE,8.06,Female,78,28,6,24,4,55,53,12,93,13,3,2,0,1
556,4,Mechanical,8.84,Female,78,133,4,31,2,109,79,47,95,4,14,3,8,1
557,2,CSE,5.94,Male,83,93,3,11,3,115,59,49,67,6,7,1,4,0
558,4,ECE,8.68,Male,40,193,3,18,4,64,86,46,98,11,5,1,8,1
559,2,ECE,9.39,Female,42,142,5,5,3,166,38,42,66,11,2,3,7,0
560,4,CSE,9.93,Male,92,151,1,35,3,122,74,5,91,17,19,4,3,1
561,3,ECE,7.05,Female,56,16,6,35,2,94,52,37,68,18,14,1,1,1
562,3,Mechanical,5.13,Female,94,170,2,29,2,54,86,44,49,19,3,4,8,0
563,3,Civil,7.1,Female,51,28,1,30,6,29,67,42,40,19,11,4,1,1
564,4,ECE,8.3,Male,88,111,5,15,1,117,54,5,90,16,8,4,0,0
565,2,CSE,9.46,Female,74,78,3,7,3,99,78,11,97,19,18,3,3,0
566,2,CSE,9.69,Male,94,147,3,9,3,82,32,33,83,18,18,4,9,0
567,4,ECE,9.55,Female,41,119,2,39,4,14,55,16,45,8,11,1,0,1
568,3,CSE,8.29,Female,74,193,2,39,6,103,76,49,53,9,14,2,1,1
569,3,Civil,8.41,Female,50,24,3,33,4,103,84,13,76,9,14,1,2,0
570,2,Civil,5.01,Female,66,12,3,19,6,54,68,7,52,8,17,3,5,0
571,3,CSE,6.82,Male,97,106,4,8,4,41,30,18,62,2,3,2,9,1
572,1,ECE,9.53,Female,58,40,1,26,4,42,82,44,55,12,14,3,2,0
573,2,ECE,8.45,Female,59,80,4,21,5,130,60,49,60,9,2,2,1,0
574,3,CSE,7.34,Male,50,32,1,26,6,122,39,11,63,2,19,4,6,0
575,2,Civil,5.52,Female,98,57,5,36,3,83,76,16,78,8,3,3,4,1
576,1,Civil,6.23,Female,93,97,3,27,5,67,62,13,78,17,5,1,5,0
577,2,ECE,7.77,Male,67,124,5,38,6,74,35,7,81,15,16,1,2,1
578,2,Civil,9.49,Female,56,68,5,37,6,141,51,30,96,3,19,1,0,0
579,2,Mechanical,5.48,Female,51,84,3,10,6,191,58,27,59,11,4,0,5,0
580,2,Civil,5.77,Male,44,64,1,14,2,55,58,21,86,4,16,1,9,1
581,1,ECE,8.28,Male,78,75,2,17,5,72,43,22,90,10,15,4,7,0
582,4,Civil,6.47,Male,94,135,6,39,3,134,61,21,80,0,5,2,3,1
583,2,Civil,5.85,Male,65,89,2,11,6,79,57,36,42,18,4,4,3,0
584,2,CSE,5.89,Male,62,136,3,31,3,106,56,24,68,13,19,2,1,0
585,3,Mechanical,7.46,Female,79,189,5,2,4,167,40,36,43,4,9,3,4,1
586,2,CSE,7.92,Male,51,139,5,35,1,147,85,38,49,17,15,0,1,1
587,3,Civil,9.52,Male,41,31,1,16,6,196,52,39,76,10,1,1,0,1
588,4,Civil,7.65,Male,46,78,3,38,3,74,50,10,51,4,11,3,2,0
589,1,CSE,8.46,Male,51,97,4,11,4,133,59,17,83,13,7,3,1,1
590,1,Mechanical,5.9,Female,82,156,4,27,5,79,54,25,73,1,13,2,1,1
591,4,ECE,8.57,Male,50,107,4,6,6,19,70,29,71,1,19,0,4,1
592,1,CSE,8.24,Female,63,141,6,19,4,185,32,12,43,17,8,0,8,1
593,4,Civil,6.08,Female,60,76,2,17,2,28,92,14,51,0,6,0,8,1
594,4,Civil,8.35,Female,88,171,4,32,3,59,82,45,87,0,18,4,8,1
595,4,ECE,6.06,Female,62,16,3,17,5,191,69,12,76,9,0,0,7,1
596,1,Civil,7.97,Male,51,10,6,34,2,51,51,26,95,9,11,2,9,0
597,3,Civil,8.34,Female,84,186,5,16,2,187,37,17,99,1,15,3,4,0
598,4,ECE,8.47,Male,67,165,2,9,6,15,64,7,67,12,15,3,8,1
599,2,Civil,9.55,Male,87,127,5,38,1,14,88,42,77,18,1,1,6,1
600,1,Civil,9.74,Male,73,55,1,33,5,53,34,15,91,11,0,0,7,0
601,4,Mechanical,9.05,Female,76,147,1,29,3,61,35,36,94,3,5,4,2,1
602,4,CSE,9.39,Male,40,184,5,23,2,71,85,21,96,6,7,4,4,1
603,2,Mechanical,5.1,Female,45,98,3,38,3,155,71,34,42,14,18,3,1,0
604,3,Mechanical,6.81,Male,94,36,6,38,4,21,43,47,77,5,7,3,1,0
605,3,Civil,5.2,Male,43,12,1,16,5,110,74,48,98,19,1,2,8,1
606,3,CSE,6.12,Female,79,173,2,22,6,15,41,18,81,13,13,1,3,1
607,4,CSE,6.91,Male,97,103,3,17,3,121,90,41,61,0,10,4,9,0
608,4,Civil,9.34,Male,81,153,1,1,3,162,92,20,71,1,6,3,3,0
609,4,Mechanical,7.56,Male,52,172,2,26,6,115,81,41,70,3,15,1,7,1
610,1,Mechanical,8.24,Female,58,158,1,27,2,114,33,43,90,15,6,3,5,1
611,2,Mechanical,6.81,Female,60,182,6,36,2,161,43,38,91,11,2,3,7,1
612,4,CSE,8.01,Female,73,49,6,12,6,97,40,28,96,19,1,1,9,0
613,2,Civil,9.08,Female,64,95,1,5,6,139,30,44,62,15,13,0,7,1
614,2,CSE,6.51,Male,62,141,1,31,5,188,76,44,96,17,4,2,3,1
615,3,Mechanical,9.66,Male,62,106,4,3,4,37,64,21,78,12,17,2,9,1
616,1,CSE,6.07,Male,98,168,1,9,3,105,41,22,55,0,18,0,3,0
617,4,CSE,9.6,Female,45,106,6,11,1,73,66,47,51,16,16,2,5,1
618,3,Civil,5.14,Male,57,177,2,4,4,182,60,38,61,9,17,3,4,0
619,3,Civil,7.71,Male,42,136,3,10,6,84,90,7,49,7,8,1,0,1
620,4,CSE,9.93,Female,79,157,1,6,1,190,89,5,59,18,1,1,3,0
621,2,ECE,8.05,Male,73,85,5,37,1,199,46,23,61,6,1,0,1,1
622,3,Civil,7.77,Female,45,39,3,5,1,160,57,27,99,14,4,1,2,1
623,2,ECE,8.41,Male,73,67,2,28,1,44,32,41,58,9,9,1,8,1
624,1,Civil,6.45,Female,84,65,3,13,5,103,47,7,64,18,16,0,2,0
625,2,Mechanical,5.27,Male,41,106,2,26,6,123,49,26,89,10,9,2,3,1
626,1,ECE,6.26,Male,54,164,4,1,2,176,75,46,49,8,17,0,6,0
627,2,Mechanical,5.88,Female,70,29,1,20,5,139,87,25,54,4,1,2,7,0
628,3,Mechanical,9.62,Female,72,191,3,36,4,177,96,37,42,17,19,4,7,1
629,3,CSE,9.26,Female,82,13,2,21,3,183,32,47,71,6,11,4,1,1
630,1,Mechanical,6.59,Female,91,102,3,24,6,16,61,28,69,11,7,4,4,1
631,4,Mechanical,9.18,Male,41,77,5,36,5,34,82,20,48,5,9,2,3,0
632,1,Mechanical,6.06,Male,68,65,3,34,1,121,42,20,98,1,13,2,1,1
