Lead_ID,College_Tier,Department,CGPA,Family_Income,Stage_Dropped,Time_to_First_Call,Followups,Call_Duration,Understands_Stipend,Understands_Experience,Primary_Concern,Trust_Score
L339,1,ECE,7.86,6-10L,After Counselling,7,2,16,Yes,No,Fee,2
L340,2,Mechanical,5.43,<3L,Before Counselling,5,3,14,No,No,Job,4
L341,2,IT,7.99,<3L,After Counselling,6,4,11,Yes,Yes,Job,6
L342,1,ECE,8.43,3-6L,After Application,14,0,10,No,Yes,Trust,2
L343,2,Mechanical,6.1,3-6L,After Counselling,11,1,8,Yes,Yes,Time,6
L344,2,CSE,6.97,6-10L,After Counselling,37,0,11,Yes,No,Trust,9
L345,3,IT,7.99,<3L,After Counselling,2,1,10,No,Yes,Time,6
L346,3,Civil,6.87,3-6L,Before Counselling,31,3,14,No,No,Job,7
L347,1,CSE,6.87,<3L,Before Counselling,46,2,17,No,Yes,Fee,3
L348,2,Mechanical,5.67,6-10L,After Understanding,27,2,3,No,No,Trust,4
L349,3,IT,9.7,<3L,After Counselling,16,1,9,No,No,Fee,4
L350,3,IT,8.75,<3L,Before Counselling,2,0,24,No,No,Job,1
L351,4,CSE,5.01,3-6L,After Application,26,2,8,Yes,No,Time,9
L352,3,IT,8.83,6-10L,After Understanding,16,0,3,No,No,Fee,9
L353,1,Mechanical,8.7,3-6L,After Application,9,4,2,No,No,Job,7
L354,1,CSE,5.05,10L+,After Counselling,9,0,5,No,No,Difficulty,2
L355,3,Civil,6.85,<3L,After Application,5,4,24,Yes,Yes,Trust,3
L356,1,CSE,8.03,3-6L,After Understanding,36,4,7,Yes,No,Time,7
L357,3,CSE,7.26,3-6L,After Counselling,7,2,3,No,No,Time,1
L358,4,Civil,8.89,3-6L,Before Counselling,32,4,8,No,No,Difficulty,3
L359,3,Mechanical,7.13,6-10L,After Application,29,0,11,Yes,Yes,Trust,4
L360,2,ECE,5.77,6-10L,After Application,37,3,10,No,Yes,Fee,5
L361,3,ECE,9.88,3-6L,After Understanding,3,0,3,Yes,No,Job,7
L362,2,Civil,6.21,3-6L,Before Counselling,30,1,16,No,No,Job,9
L363,3,Mechanical,8.59,10L+,After Counselling,40,1,16,No,No,Fee,2
L364,4,IT,5.72,<3L,After Counselling,31,0,22,No,No,Fee,6
L365,2,Civil,6.65,6-10L,After Counselling,27,1,17,No,No,Trust,2
L366,4,ECE,7.21,10L+,After Understanding,6,3,3,No,Yes,Difficulty,2
L367,4,Mechanical,5.96,3-6L,After Application,29,1,18,Yes,No,Job,5
L368,1,CSE,7.25,6-10L,After Application,9,2,12,No,No,Difficulty,5
L369,1,Mechanical,5.79,<3L,After Application,20,3,24,Yes,No,Trust,1
L370,1,Mechanical,7.8,<3L,After Application,11,2,19,No,No,Fee,8
L371,1,ECE,8.32,3-6L,After Understanding,19,2,23,Yes,Yes,Job,8
L372,1,ECE,5.31,<3L,After Understanding,39,3,24,No,Yes,Difficulty,1
L373,3,IT,9.36,3-6L,Before Counselling,10,2,2,No,No,Time,6
L374,1,IT,5.93,6-10L,After Understanding,5,1,13,Yes,Yes,Job,9
L375,2,Civil,6.13,<3L,After Application,39,0,7,No,Yes,Time,5
L376,4,CSE,8.31,<3L,After Counselling,23,3,19,No,Yes,Time,7
L377,1,IT,7.34,3-6L,Before Counselling,6,0,18,No,No,Time,6
L378,4,ECE,7.5,<3L,After Counselling,31,3,18,Yes,Yes,Time,1
L379,2,Mechanical,5.64,3-6L,After Counselling,18,3,3,Yes,No,Job,3
L380,1,Civil,9.03,3-6L,After Application,21,2,19,No,No,Time,7
L381,3,IT,8.09,<3L,After Understanding,15,0,16,No,No,Job,8
L382,3,Mechanical,5.68,<3L,After Understanding,31,1,2,No,No,Fee,7
L383,4,Mechanical,6.87,6-10L,After Understanding,10,0,21,No,No,Difficulty,1
L384,3,IT,9.05,<3L,After Application,6,3,15,Yes,Yes,Difficulty,3
L385,4,CSE,7.84,3-6L,After Application,24,1,14,Yes,No,Difficulty,2
L386,2,CSE,5.54,10L+,After Counselling,33,2,13,Yes,Yes,Fee,4
L387,1,Civil,6.86,6-10L,Before Counselling,28,1,9,No,Yes,Difficulty,3
L388,3,CSE,6.21,<3L,After Understanding,28,1,8,No,Yes,Fee,9
L389,4,Civil,7.59,3-6L,After Understanding,10,0,9,No,Yes,Trust,6
L390,4,ECE,9.22,6-10L,Before Counselling,23,3,19,No,No,Job,6
L391,2,IT,7.18,3-6L,After Counselling,15,3,22,Yes,Yes,Trust,6
L392,2,Mechanical,7.17,6-10L,After Counselling,46,3,16,No,Yes,Fee,9
L393,3,Civil,9.53,3-6L,Before Counselling,37,4,8,Yes,Yes,Time,9
L394,2,CSE,7.88,<3L,After Understanding,14,2,2,No,No,Fee,9
L395,4,Civil,7.83,3-6L,After Application,14,0,7,Yes,No,Job,4
L396,4,Civil,6.31,3-6L,After Application,7,3,24,Yes,No,Trust,6
L397,2,CSE,8.04,3-6L,Before Counselling,36,1,17,No,No,Fee,9
L398,3,CSE,7.88,<3L,After Understanding,18,4,22,Yes,Yes,Job,6
L399,3,IT,6.98,<3L,Before Counselling,15,2,15,No,No,Time,8
L400,1,Mechanical,9.95,10L+,After Counselling,33,3,9,No,No,Trust,8
L401,4,IT,9.41,<3L,After Counselling,47,4,11,No,Yes,Trust,5
L402,3,IT,8.75,<3L,After Application,22,2,18,No,No,Difficulty,3
L403,4,CSE,7.69,6-10L,After Counselling,43,1,16,Yes,Yes,Trust,6
L404,2,CSE,7.31,3-6L,After Counselling,41,4,15,Yes,Yes,Difficulty,5
L405,4,Mechanical,5.92,<3L,Before Counselling,17,0,21,No,No,Trust,3
L406,2,Civil,6.53,3-6L,Before Counselling,26,2,12,No,No,Trust,6
L407,1,IT,8.87,3-6L,After Understanding,15,4,7,No,No,Fee,4
L408,4,Mechanical,7.27,3-6L,Before Counselling,40,4,5,No,Yes,Time,6
L409,1,IT,9.41,10L+,After Understanding,18,2,6,No,No,Time,7
L410,2,Civil,5.74,<3L,After Application,8,4,12,Yes,No,Trust,1
L411,4,IT,7.54,3-6L,Before Counselling,3,4,13,No,No,Trust,6
L412,4,ECE,8.23,<3L,Before Counselling,14,2,12,No,No,Difficulty,8
L413,3,Mechanical,7.58,<3L,Before Counselling,34,1,19,No,No,Time,3
L414,3,CSE,9.45,6-10L,After Application,33,0,8,No,No,Fee,2
L415,2,IT,9.95,<3L,Before Counselling,37,2,24,No,No,Time,7
L416,2,Mechanical,5.58,3-6L,After Counselling,1,3,2,No,Yes,Job,4
L417,2,Mechanical,5.65,<3L,Before Counselling,35,4,17,Yes,Yes,Time,7
L418,3,IT,5.65,<3L,After Understanding,10,0,19,Yes,No,Fee,9
L419,3,CSE,8.41,3-6L,After Counselling,19,0,13,No,No,Time,8
L420,3,CSE,6.86,3-6L,Before Counselling,11,2,12,No,No,Fee,2
L421,3,IT,8.67,<3L,Before Counselling,35,3,9,No,Yes,Difficulty,6
L422,1,Mechanical,7.03,10L+,After Application,2,3,2,Yes,No,Trust,3
L423,2,CSE,8.14,<3L,After Understanding,3,1,17,Yes,Yes,Difficulty,2
L424,1,IT,8.85,<3L,After Counselling,15,3,3,Yes,Yes,Trust,3
L425,3,IT,7.74,<3L,After Counselling,41,2,22,No,Yes,Difficulty,7
L426,2,IT,7.7,<3L,After Application,47,0,7,No,No,Difficulty,6
L427,4,Mechanical,5.44,<3L,After Counselling,28,0,18,No,Yes,Trust,9
L428,2,CSE,7.05,6-10L,After Counselling,2,3,18,Yes,Yes,Fee,3
L429,1,Mechanical,7.73,3-6L,After Understanding,30,4,3,No,No,Job,3
L430,1,ECE,7.31,<3L,Before Counselling,38,1,20,No,No,Trust,8
L431,3,CSE,9.5,10L+,Before Counselling,5,3,10,No,No,Fee,3
L432,3,Mechanical,9.53,<3L,After Counselling,6,2,4,No,No,Fee,4
L433,1,CSE,9.11,<3L,After Understanding,5,1,23,Yes,Yes,Fee,8
L434,1,ECE,6.88,<3L,After Application,12,3,11,No,No,Time,3
L435,3,Civil,8.59,<3L,Before Counselling,4,1,6,No,Yes,Trust,7
L436,1,IT,6.98,3-6L,After Counselling,24,4,10,No,Yes,Trust,5
L437,4,Mechanical,6.16,<3L,After Counselling,25,2,15,No,No,Difficulty,9
L438,3,ECE,6.71,3-6L,After Understanding,26,3,12,Yes,No,Trust,1
L439,1,ECE,5.35,3-6L,After Understanding,46,0,20,No,No,Fee,4
L440,1,CSE,6.66,6-10L,After Understanding,46,2,24,No,Yes,Job,3
L441,4,CSE,7.3,6-10L,After Counselling,43,4,17,No,No,Job,9
L442,2,IT,9.78,<3L,After Understanding,33,4,15,No,No,Difficulty,7
L443,2,CSE,6.57,<3L,After Counselling,21,0,15,Yes,Yes,Trust,5
L444,4,Mechanical,9.51,3-6L,Before Counselling,23,2,5,Yes,No,Job,1
L445,4,Mechanical,6.14,<3L,After Counselling,37,3,9,Yes,Yes,Trust,8
L446,4,Mechanical,5.95,<3L,After Counselling,37,0,8,No,No,Difficulty,1
L447,3,Civil,7.59,3-6L,Before Counselling,12,3,4,Yes,No,Trust,1
L448,2,Mechanical,8.36,<3L,After Understanding,37,1,24,No,No,Difficulty,3
L449,1,CSE,5.22,6-10L,After Understanding,21,3,23,No,Yes,Time,1
L450,3,CSE,6.11,<3L,After Counselling,13,1,23,No,Yes,Job,3
L451,3,Mechanical,7.28,10L+,After Counselling,43,3,15,No,No,Difficulty,5
L452,2,ECE,6.66,6-10L,Before Counselling,33,1,12,Yes,Yes,Difficulty,2
L453,4,ECE,8.56,<3L,After Understanding,44,2,20,Yes,No,Difficulty,5
L454,1,ECE,7.56,3-6L,Before Counselling,6,4,5,No,Yes,Difficulty,6
L455,2,IT,5.8,3-6L,After Counselling,43,2,5,No,No,Difficulty,5
L456,1,Civil,9.47,3-6L,After Counselling,12,0,23,No,No,Difficulty,8
L457,2,Mechanical,6.46,3-6L,Before Counselling,38,2,22,No,No,Trust,6
L458,1,IT,8.66,3-6L,Before Counselling,30,2,9,No,No,Fee,4
L459,1,ECE,8.9,<3L,After Application,37,4,22,No,Yes,Difficulty,2
L460,1,Mechanical,9.82,<3L,After Application,18,2,16,No,Yes,Fee,8
L461,3,IT,7.49,10L+,After Understanding,16,0,17,No,No,Time,9
L462,3,CSE,8.08,<3L,Before Counselling,45,2,23,Yes,Yes,Time,8
L463,3,ECE,6.67,<3L,After Understanding,7,2,23,Yes,Yes,Job,9
L464,4,IT,8.39,<3L,After Application,46,2,5,No,Yes,Difficulty,1
L465,2,CSE,7.32,6-10L,After Understanding,1,2,11,No,Yes,Job,5
L466,2,ECE,7.19,3-6L,After Application,28,4,6,No,No,Job,3
L467,4,Civil,9.28,6-10L,Before Counselling,44,4,5,No,Yes,Job,4
L468,2,ECE,5.25,6-10L,Before Counselling,3,0,3,No,No,Job,5
L469,4,Civil,9.41,6-10L,After Understanding,43,0,19,No,Yes,Trust,1
L470,1,Civil,9.26,3-6L,Before Counselling,39,0,9,Yes,Yes,Difficulty,2
L471,4,Civil,7.53,<3L,After Understanding,10,2,16,Yes,Yes,Trust,8
L472,1,Mechanical,7.45,<3L,After Understanding,45,3,5,No,No,Job,6
L473,4,Mechanical,6.81,3-6L,After Application,14,2,14,No,Yes,Difficulty,9
L474,3,Civil,9.97,<3L,After Counselling,15,3,15,Yes,Yes,Time,2
L475,4,CSE,5.56,3-6L,After Understanding,6,0,10,Yes,Yes,Trust,6
L476,1,Civil,7.95,3-6L,After Application,39,2,7,No,No,Time,9
L477,3,IT,8.41,3-6L,After Application,45,0,13,No,Yes,Difficulty,1
L478,4,Civil,9.67,<3L,After Application,16,4,14,Yes,No,Job,8
L479,3,Mechanical,8.9,<3L,After Counselling,47,0,22,Yes,No,Difficulty,4
L480,3,Mechanical,8.22,6-10L,Before Counselling,18,2,24,No,Yes,Job,5
L481,3,IT,5.58,<3L,After Understanding,35,4,7,No,Yes,Time,5
L482,2,IT,6.87,3-6L,After Understanding,25,4,21,No,No,Difficulty,4
L483,3,ECE,5.69,3-6L,Before Counselling,33,3,23,No,Yes,Difficulty,3
L484,3,CSE,9.41,10L+,Before Counselling,33,1,20,No,Yes,Difficulty,3
L485,4,CSE,8.75,6-10L,After Application,19,4,21,Yes,No,Trust,5
L486,1,CSE,8.79,3-6L,After Application,38,1,21,No,No,Fee,1
L487,2,Mechanical,8.26,3-6L,Before Counselling,11,0,9,Yes,Yes,Trust,4
L488,4,CSE,7.54,<3L,After Understanding,39,0,6,No,No,Time,9
L489,4,ECE,5.75,<3L,Before Counselling,3,4,9,No,No,Job,2
L490,2,ECE,6.65,6-10L,Before Counselling,38,3,14,No,No,Time,1
L491,3,CSE,5.68,3-6L,After Counselling,1,0,23,No,No,Difficulty,9
L492,2,IT,8.62,3-6L,After Counselling,40,1,14,No,No,Fee,7
L493,1,ECE,5.8,<3L,After Application,25,4,6,No,No,Difficulty,5
L494,2,IT,8.51,6-10L,After Application,32,4,15,Yes,No,Trust,8
L495,2,Mechanical,8.46,<3L,After Understanding,46,3,19,No,No,Job,8
L496,3,ECE,7.3,6-10L,Before Counselling,36,4,16,No,No,Time,5
L497,1,IT,5.68,3-6L,Before Counselling,4,2,2,No,No,Trust,2
L498,4,CSE,6.57,<3L,After Counselling,23,1,8,Yes,No,Fee,3
L499,4,Mechanical,6.6,<3L,After Understanding,16,2,11,No,Yes,Trust,2
L500,3,Civil,8.5,<3L,Before Counselling,11,2,24,Yes,No,Trust,6
L501,3,Civil,5.57,6-10L,After Understanding,22,1,3,Yes,Yes,Fee,2
L502,2,CSE,9.15,6-10L,After Counselling,39,4,14,Yes,No,Time,3
L503,4,Mechanical,8.81,3-6L,Before Counselling,33,4,4,No,No,Job,4
L504,3,Mechanical,5.93,3-6L,After Counselling,41,2,9,No,No,Trust,2
L505,1,Mechanical,8.6,3-6L,After Counselling,38,1,13,No,No,Difficulty,1
L506,4,Mechanical,8.34,3-6L,After Counselling,13,0,5,Yes,No,Time,7
L507,4,Civil,8.74,3-6L,Before Counselling,21,1,22,No,No,Time,1
L508,4,IT,5.94,<3L,After Understanding,12,2,24,No,No,Fee,7
L509,3,Mechanical,5.79,6-10L,Before Counselling,26,1,9,Yes,Yes,Time,5
L510,3,IT,6.18,6-10L,After Counselling,1,1,2,Yes,No,Difficulty,2
L511,2,Mechanical,6.83,<3L,After Application,41,0,24,No,No,Time,9
L512,4,ECE,8.97,6-10L,After Understanding,22,3,4,No,No,Job,6
L513,4,ECE,8.69,3-6L,After Application,27,3,16,Yes,No,Fee,7
L514,1,ECE,9.63,<3L,After Counselling,32,0,16,Yes,Yes,Difficulty,9
L515,1,Mechanical,5.29,<3L,Before Counselling,8,1,22,Yes,No,Job,8
L516,2,IT,5.06,3-6L,After Understanding,34,2,13,No,Yes,Fee,8
L517,4,Civil,8.5,6-10L,After Application,18,0,2,No,No,Fee,3
L518,4,CSE,6.4,6-10L,Before Counselling,4,3,12,No,Yes,Job,8
L519,1,Civil,6.67,3-6L,After Understanding,1,3,20,Yes,No,Time,4
L520,3,Mechanical,7.73,<3L,After Counselling,44,0,6,No,No,Difficulty,7
L521,2,ECE,5.51,<3L,After Counselling,16,1,18,No,No,Difficulty,6
L522,4,ECE,8.21,<3L,After Counselling,30,4,3,No,Yes,Trust,1
L523,4,IT,6.63,6-10L,Before Counselling,23,2,14,No,No,Trust,4
L524,4,Mechanical,8.16,10L+,Before Counselling,31,4,4,No,No,Fee,9
L525,2,Civil,9.17,<3L,After Counselling,28,2,14,No,No,Trust,9
L526,2,Mechanical,5.86,6-10L,After Counselling,37,4,9,No,Yes,Difficulty,7
L527,2,Mechanical,9.65,3-6L,After Understanding,16,4,22,No,No,Difficulty,3
L528,1,ECE,7.65,<3L,After Application,41,2,22,Yes,No,Trust,3
L529,4,Civil,9.61,3-6L,After Understanding,9,2,14,No,Yes,Trust,8
L530,4,CSE,6.04,6-10L,After Application,2,3,4,No,No,Fee,9
L531,4,ECE,8.02,<3L,Before Counselling,46,1,10,No,No,Difficulty,3
L532,4,Civil,7.02,6-10L,After Understanding,43,1,3,No,No,Time,8
L533,3,IT,8.87,<3L,Before Counselling,2,3,9,No,Yes,Difficulty,6
L534,3,ECE,8.03,<3L,Before Counselling,32,4,2,No,No,Fee,5
L535,4,IT,7.47,<3L,After Application,16,2,22,No,Yes,Job,7
L536,4,ECE,9.56,6-10L,After Application,13,0,16,No,Yes,Trust,2
L537,2,Mechanical,6.89,3-6L,After Understanding,27,4,24,Yes,No,Job,1
L538,2,Civil,6.1,6-10L,After Understanding,31,1,9,No,Yes,Trust,2
L539,1,IT,8.04,3-6L,After Understanding,33,2,9,No,No,Trust,2
L540,4,ECE,8.12,3-6L,After Application,21,3,23,No,No,Time,4
L541,3,IT,7.2,6-10L,After Counselling,19,4,8,Yes,No,Time,2
L542,2,ECE,7.43,3-6L,After Counselling,13,0,21,No,Yes,Trust,4
L543,3,ECE,9.8,6-10L,After Application,19,4,14,No,No,Difficulty,4
L544,3,CSE,8.66,<3L,After Understanding,35,3,8,No,Yes,Fee,1
L545,2,CSE,5.55,3-6L,After Counselling,35,0,8,No,No,Fee,9
L546,1,CSE,6.06,6-10L,Before Counselling,33,4,12,No,No,Trust,3
L547,3,IT,9.88,6-10L,After Counselling,3,3,3,Yes,No,Fee,4
L548,3,Mechanical,8.63,<3L,After Counselling,21,4,12,Yes,No,Fee,3
L549,3,ECE,9.58,3-6L,After Application,40,2,20,Yes,Yes,Difficulty,1
L550,3,Civil,6.52,3-6L,After Application,23,4,2,No,Yes,Difficulty,7
L551,4,CSE,8.71,<3L,After Counselling,45,3,22,No,Yes,Trust,8
L552,3,IT,8.57,<3L,Before Counselling,45,1,18,No,No,Fee,1
L553,3,IT,6.47,<3L,Before Counselling,11,3,2,No,Yes,Trust,9
L554,4,IT,7.75,6-10L,After Understanding,4,4,14,Yes,No,Difficulty,9
L555,2,Civil,8.14,6-10L,After Counselling,4,2,7,Yes,Yes,Fee,1
L556,1,Civil,7.41,<3L,After Counselling,15,1,6,No,No,Difficulty,8
L557,1,CSE,9.14,6-10L,Before Counselling,28,3,22,Yes,No,Job,4
L558,3,Civil,9.16,<3L,After Application,36,1,3,No,No,Fee,3
L559,3,CSE,9.25,3-6L,After Counselling,8,2,11,No,No,Job,7
L560,3,Civil,9.02,6-10L,Before Counselling,24,0,22,No,No,Job,2
L561,2,Civil,7.44,6-10L,After Counselling,34,1,20,No,No,Difficulty,3
L562,1,Civil,6.91,<3L,After Application,15,3,8,No,No,Difficulty,9
L563,1,CSE,9.16,6-10L,After Understanding,23,2,23,No,No,Time,5
L564,2,ECE,7.45,3-6L,After Application,27,3,16,No,No,Fee,6
L565,3,CSE,6.23,6-10L,After Application,14,2,12,No,No,Time,3
L566,2,ECE,7.54,3-6L,Before Counselling,2,3,7,No,No,Trust,3
L567,2,IT,5.71,6-10L,Before Counselling,35,2,6,Yes,Yes,Trust,8
L568,4,IT,8.46,<3L,After Application,43,4,5,No,No,Difficulty,3
L569,2,CSE,6.68,3-6L,Before Counselling,7,3,7,Yes,No,Trust,4
L570,3,ECE,6.3,3-6L,After Application,16,2,8,No,Yes,Job,7
L571,3,ECE,9.78,3-6L,After Application,22,0,13,No,Yes,Trust,9
L572,2,ECE,8.88,3-6L,After Counselling,28,2,15,Yes,Yes,Time,3
L573,3,IT,8.94,10L+,After Application,32,0,3,No,No,Fee,6
L574,4,CSE,8.12,6-10L,After Understanding,7,1,21,No,Yes,Difficulty,3
L575,4,Mechanical,9.2,<3L,Before Counselling,22,2,24,No,No,Fee,3
L576,1,ECE,8.8,6-10L,After Understanding,43,1,4,Yes,Yes,Difficulty,6
L577,4,ECE,7.99,<3L,Before Counselling,2,1,6,No,No,Trust,1
L578,2,Mechanical,9.81,3-6L,After Application,8,4,11,No,No,Trust,1
L579,2,CSE,5.96,6-10L,After Understanding,7,2,8,Yes,No,Difficulty,4
L580,2,ECE,9.72,<3L,After Counselling,38,4,10,No,No,Fee,3
L581,4,CSE,7.01,6-10L,After Application,21,4,23,No,No,Job,7
L582,2,ECE,7.64,6-10L,After Application,43,1,19,Yes,No,Difficulty,7
L583,2,Civil,5.61,3-6L,After Application,22,3,7,No,No,Job,4
L584,3,ECE,7.7,<3L,After Counselling,35,1,11,Yes,No,Time,7
L585,2,Civil,8.06,3-6L,After Understanding,18,1,13,No,Yes,Difficulty,4
L586,1,CSE,9.99,10L+,After Application,9,0,3,No,Yes,Difficulty,8
L587,1,ECE,9.88,<3L,After Understanding,2,3,2,No,No,Job,4
L588,1,IT,9.83,3-6L,After Application,42,1,5,Yes,Yes,Job,2
L589,1,IT,6.74,<3L,After Application,42,3,16,No,No,Trust,4
L590,1,Mechanical,9.96,<3L,After Application,17,0,3,No,No,Fee,3
L591,3,IT,7.28,6-10L,After Counselling,40,3,24,No,Yes,Trust,5
L592,1,Civil,9.26,<3L,After Application,20,2,24,No,No,Trust,4
L593,2,IT,6.08,10L+,After Understanding,6,0,4,No,Yes,Job,6
L594,4,IT,7.53,3-6L,After Application,11,3,18,No,Yes,Difficulty,3
L595,2,IT,9.83,3-6L,After Understanding,5,4,3,No,No,Difficulty,3
L596,3,ECE,9.74,<3L,After Understanding,10,3,14,No,Yes,Job,4
L597,1,Mechanical,8.42,10L+,Before Counselling,23,0,9,No,No,Difficulty,3
L598,1,CSE,8.99,<3L,After Understanding,33,4,21,No,No,Fee,3
L599,1,Mechanical,5.88,3-6L,Before Counselling,40,3,20,Yes,Yes,Time,4
L600,1,Civil,8.61,<3L,After Counselling,36,3,11,No,Yes,Difficulty,8
L601,2,ECE,8.09,3-6L,After Application,39,0,8,Yes,No,Difficulty,7
L602,1,ECE,5.46,3-6L,After Counselling,47,4,5,No,No,Trust,1
L603,1,IT,5.57,3-6L,After Counselling,34,4,19,No,No,Job,4
L604,1,IT,5.54,<3L,After Understanding,17,3,4,No,No,Difficulty,6
L605,2,Civil,8.62,3-6L,After Application,26,2,16,Yes,Yes,Job,7
L606,2,ECE,5.71,6-10L,After Application,27,0,21,No,Yes,Trust,9
L607,2,CSE,7.34,3-6L,After Counselling,46,0,18,No,No,Fee,1
L608,3,Mechanical,6.78,<3L,Before Counselling,3,1,9,No,No,Time,1
L609,3,ECE,7.75,<3L,Before Counselling,19,4,22,No,No,Fee,2
L610,1,CSE,8.53,<3L,After Understanding,8,4,16,No,No,Time,4
L611,3,CSE,8.42,<3L,Before Counselling,17,1,14,Yes,No,Fee,2
L612,3,Mechanical,7.58,<3L,Before Counselling,1,3,15,Yes,No,Time,7
L613,1,CSE,7.32,3-6L,After Counselling,7,3,23,No,No,Fee,8
L614,4,Civil,6.99,<3L,Before Counselling,36,0,5,Yes,No,Job,1
L615,4,CSE,9.31,3-6L,After Application,3,3,12,No,Yes,Time,8
L616,1,Civil,6.65,10L+,After Counselling,19,2,4,No,No,Job,9
L617,2,CSE,6.3,10L+,After Counselling,42,2,20,No,No,Trust,9
L618,4,IT,8.72,6-10L,Before Counselling,27,2,14,Yes,No,Difficulty,2
L619,3,CSE,6.8,<3L,After Application,3,1,5,No,No,Trust,3
L620,1,Civil,9.23,<3L,After Application,34,2,14,No,No,Trust,9
L621,2,CSE,6.64,6-10L,Before Counselling,5,1,16,No,No,Time,8
L622,2,CSE,8.51,<3L,After Application,37,0,7,No,No,Time,4
L623,2,CSE,5.23,<3L,After Understanding,46,0,19,No,No,Trust,5
L624,3,Civil,6.93,3-6L,After Understanding,16,2,23,No,Yes,Fee,4
L625,2,CSE,6.72,<3L,Before Counselling,14,1,9,Yes,Yes,Difficulty,5
L626,2,Mechanical,9.08,6-10L,After Counselling,30,2,10,Yes,No,Job,1
L627,3,Mechanical,9.84,6-10L,After Counselling,32,3,21,No,Yes,Job,2
L628,1,Civil,7.3,6-10L,After Application,45,1,22,No,Yes,Fee,2
L629,2,IT,9.12,6-10L,After Understanding,12,1,3,No,No,Difficulty,5
L630,3,Mechanical,8.5,<3L,After Counselling,27,1,11,No,Yes,Fee,2
L631,4,ECE,9.84,6-10L,After Application,26,1,3,Yes,Yes,Job,1
L632,3,Mechanical,9.06,<3L,After Understanding,29,3,10,No,No,Fee,5
L633,3,ECE,5.39,3-6L,After Counselling,23,2,23,No,No,Time,2
L634,1,Civil,8.57,<3L,After Application,22,0,10,No,No,Job,2
L635,2,IT,7.68,6-10L,Before Counselling,20,4,14,No,No,Time,1
L636,3,ECE,5.08,10L+,Before Counselling,38,4,11,No,No,Difficulty,3
L637,2,ECE,6.26,<3L,After Counselling,46,1,8,No,Yes,Time,2
L638,2,Mechanical,9.61,<3L,After Application,16,1,14,Yes,Yes,Fee,7
L639,2,ECE,9.63,<3L,After Understanding,31,0,6,No,No,Difficulty,8
L640,1,Civil,8.99,3-6L,Before Counselling,3,4,13,No,No,Trust,9
L641,2,Civil,9.91,<3L,After Understanding,21,1,10,No,Yes,Difficulty,8
L642,2,Civil,9.03,6-10L,After Application,39,3,10,No,No,Trust,6
L643,2,Mechanical,5.05,3-6L,Before Counselling,5,4,19,Yes,No,Trust,8
L644,1,IT,6.44,3-6L,After Counselling,20,3,9,No,Yes,Difficulty,1
L645,4,Mechanical,5.15,6-10L,Before Counselling,23,0,19,Yes,Yes,Trust,9
L646,3,Civil,5.47,<3L,After Counselling,32,0,11,No,Yes,Time,8
L647,3,Mechanical,6.09,<3L,After Understanding,42,4,24,No,No,Time,3
L648,3,Civil,7.52,6-10L,Before Counselling,9,2,2,No,Yes,Difficulty,2
L649,2,CSE,9.24,6-10L,After Application,3,4,22,Yes,No,Trust,9
L650,1,CSE,9.31,<3L,After Understanding,27,3,22,No,No,Fee,3
L651,3,ECE,8.08,<3L,After Understanding,27,2,11,No,Yes,Difficulty,6
L652,3,IT,9.64,<3L,After Counselling,10,3,6,No,No,Trust,2
L653,3,CSE,7.5,<3L,After Application,16,3,19,No,No,Trust,5
L654,2,Civil,9.45,<3L,After Understanding,24,3,20,No,No,Trust,6
L655,1,Mechanical,7.27,3-6L,Before Counselling,23,1,14,No,No,Fee,9
L656,2,Mechanical,6.39,6-10L,After Counselling,9,2,7,No,Yes,Time,4
L657,2,ECE,9.58,<3L,After Application,2,1,18,No,No,Job,9
L658,3,Mechanical,6.94,3-6L,After Counselling,6,1,23,No,No,Fee,7
L659,3,CSE,7.52,<3L,After Counselling,37,3,15,No,No,Job,9
L660,2,Mechanical,6.64,3-6L,After Understanding,35,0,7,No,No,Time,3
L661,4,CSE,8.31,3-6L,Before Counselling,7,4,24,No,No,Trust,9
L662,3,CSE,9.98,6-10L,Before Counselling,15,0,17,Yes,No,Job,7
L663,2,IT,5.13,<3L,After Application,21,3,10,No,No,Job,7
L664,1,ECE,9.5,<3L,After Application,38,4,5,Yes,Yes,Fee,6
L665,1,Civil,5.02,3-6L,Before Counselling,36,4,19,Yes,Yes,Time,2
L666,2,CSE,6.82,<3L,After Counselling,23,3,6,Yes,No,Difficulty,7
L667,1,ECE,5.84,<3L,After Counselling,29,1,2,No,No,Job,8
L668,1,Civil,8.79,<3L,Before Counselling,13,4,16,Yes,Yes,Fee,1
L669,2,Mechanical,5.25,3-6L,After Understanding,5,4,13,No,No,Trust,8
L670,1,ECE,7.77,<3L,After Counselling,47,4,15,No,No,Time,8
L671,4,ECE,6.47,10L+,Before Counselling,39,4,22,No,No,Trust,5
L672,1,ECE,5.67,3-6L,After Understanding,39,2,13,No,No,Trust,4
L673,3,Mechanical,8.86,<3L,After Counselling,42,1,14,Yes,No,Difficulty,2
L674,2,Mechanical,6.09,3-6L,After Application,45,2,4,No,No,Job,3
L675,4,ECE,6.12,<3L,After Counselling,43,2,15,Yes,Yes,Difficulty,3
L676,1,IT,6.38,3-6L,After Counselling,1,3,24,Yes,Yes,Fee,6
L677,2,CSE,7.93,3-6L,Before Counselling,20,1,8,No,Yes,Difficulty,6
